Freq.	V(n001)
6.01900000000000e+04	-8.66095929843675e-08,2.61377415251502e-07
6.02000000000000e+04	-8.82468166139826e-08,2.57264902482582e-07
6.02100000000000e+04	-8.41284963445113e-08,2.58329816321894e-07
6.02200000000000e+04	-8.53931691649819e-08,2.56411362923532e-07
6.02300000000000e+04	-7.29029914259847e-08,2.47221972242912e-07
6.02400000000000e+04	-7.81926274007749e-08,2.44295304329298e-07
6.02500000000000e+04	-6.83035064304292e-08,2.36186991814053e-07
6.02600000000000e+04	-1.01037833158167e-07,2.29590148646309e-07
6.02700000000000e+04	-1.04186174526690e-07,2.15826996987657e-07
6.02800000000000e+04	-6.27022797201655e-08,1.54237810532442e-07
6.02900000000000e+04	-1.37693912936647e-07,1.64078522038120e-07
6.03000000000000e+04	-1.73299177030646e-07,8.86503202375637e-08
6.03100000000000e+04	-2.67564291665540e-07,2.20733104094348e-07
6.03200000000000e+04	-4.59263347468417e-07,-4.50041638809120e-08
6.03300000000000e+04	-1.88844463316017e-06,-1.22524010202303e-06
6.03400000000000e+04	9.86289762979771e-07,1.10200791491485e-06
6.03500000000000e+04	4.16658394235970e-07,6.33084684171809e-07
6.03600000000000e+04	1.81656807917298e-07,5.71882914845052e-07
6.03700000000000e+04	2.14144948329016e-07,4.64329428788708e-07
6.03800000000000e+04	1.72203354144340e-07,4.44812264722415e-07
6.03900000000000e+04	2.00820517821738e-07,3.65330471782913e-07
6.04000000000000e+04	1.65631510468271e-07,3.80104562236788e-07
6.04100000000000e+04	1.59850396544825e-07,3.69481973742518e-07
6.04200000000000e+04	1.43487434858275e-07,3.72303410108562e-07
6.04300000000000e+04	1.42386815770366e-07,3.65280061009116e-07
6.04400000000000e+04	1.43531579649469e-07,3.72073639770067e-07
6.04500000000000e+04	1.41703776820196e-07,3.56832438867751e-07
6.04600000000000e+04	1.41835459503999e-07,3.54444488189957e-07
6.04700000000000e+04	1.51158000274417e-07,3.46595516353057e-07
6.04800000000000e+04	1.50584505241579e-07,3.45897334804568e-07
6.04900000000000e+04	1.50548013492869e-07,3.39692730430618e-07
6.05000000000000e+04	1.62758946100132e-07,3.45914710089357e-07
6.05100000000000e+04	1.66728057599347e-07,3.41946338860092e-07
6.05200000000000e+04	1.70414577807186e-07,3.39593262006564e-07
6.05300000000000e+04	1.79076388336298e-07,3.36187559188157e-07
6.05400000000000e+04	1.86607297166915e-07,3.33234085454725e-07
6.05500000000000e+04	1.91875204676237e-07,3.28703563077233e-07
6.05600000000000e+04	2.01135334658155e-07,3.25571879730822e-07
6.05700000000000e+04	2.11110617225097e-07,3.24445339794112e-07
6.05800000000000e+04	2.16276528343418e-07,3.12031061688218e-07
6.05900000000000e+04	2.25461333379915e-07,3.07393932475246e-07
6.06000000000000e+04	2.32890953631770e-07,2.98368971180703e-07
6.06100000000000e+04	2.42534046835581e-07,2.93574894331788e-07
6.06200000000000e+04	2.50105077020148e-07,2.85502101145740e-07
6.06300000000000e+04	2.62288453467237e-07,2.75017667638778e-07
6.06400000000000e+04	2.67862547834837e-07,2.65511657252926e-07
6.06500000000000e+04	2.74084044877054e-07,2.53393403052912e-07
6.06600000000000e+04	2.82037546842013e-07,2.44944250023392e-07
6.06700000000000e+04	2.87633460633866e-07,2.32203235398064e-07
6.06800000000000e+04	2.93212168577056e-07,2.22159486384576e-07
6.06900000000000e+04	2.97033699949889e-07,2.05801758684079e-07
6.07000000000000e+04	3.00940715855282e-07,1.91656213312323e-07
6.07100000000000e+04	2.99781507636651e-07,1.79146151571704e-07
6.07200000000000e+04	3.02717708991361e-07,1.63821059927690e-07
6.07300000000000e+04	3.03891115385837e-07,1.48323142406393e-07
6.07400000000000e+04	3.00948406790031e-07,1.35539304053983e-07
6.07500000000000e+04	2.99070713843561e-07,1.20755223277194e-07
6.07600000000000e+04	2.97015176770079e-07,1.05759438077236e-07
6.07700000000000e+04	2.91210348313944e-07,9.24997965153541e-08
6.07800000000000e+04	2.85504052832412e-07,7.86817024462121e-08
6.07900000000000e+04	2.79141897382324e-07,6.81461471512319e-08
6.08000000000000e+04	2.71176904589443e-07,5.47921360319215e-08
6.08100000000000e+04	2.61555942350142e-07,4.20849036513589e-08
6.08200000000000e+04	2.54255521460166e-07,3.42421221479600e-08
6.08300000000000e+04	2.43706186580869e-07,2.42541733425754e-08
6.08400000000000e+04	2.34828090508460e-07,1.62879609239944e-08
6.08500000000000e+04	2.21300846424615e-07,8.14492181571119e-09
6.08600000000000e+04	2.08496825187670e-07,1.36994596808134e-09
6.08700000000000e+04	2.03838797397766e-07,-1.17458073469096e-09
6.08800000000000e+04	1.89814904123842e-07,-6.64234862601914e-09
6.08900000000000e+04	1.89228353351331e-07,-1.22061108073024e-08
6.09000000000000e+04	1.51497043615253e-07,-7.77032777369935e-09
6.09100000000000e+04	1.43755745213570e-07,-8.81551646917228e-09
6.09200000000000e+04	1.20955789203092e-07,5.98052203469786e-09
6.09300000000000e+04	1.20724838208691e-07,-3.68643508350215e-09
6.09400000000000e+04	1.11666614608931e-07,6.82805127672743e-09
6.09500000000000e+04	6.94107799758337e-08,-2.50379608748088e-08
6.09600000000000e+04	5.47443904504757e-08,-4.35423531341500e-10
6.09700000000000e+04	-8.15144114458323e-08,1.51110570139765e-08
6.09800000000000e+04	1.74053505793583e-07,1.26172967757865e-08
6.09900000000000e+04	1.18342822686266e-07,2.65565816841942e-08
6.10000000000000e+04	1.25422568627316e-05,-3.31904278839957e-06
6.10100000000000e+04	1.09364649652772e-07,6.94151149037603e-08
6.10200000000000e+04	1.64682045268481e-07,1.53901955530234e-07
6.10300000000000e+04	-1.62327616035457e-07,-2.23302298987689e-07
6.10400000000000e+04	-6.29320117596331e-09,-2.39920951528667e-08
6.10500000000000e+04	2.21527425847529e-08,3.07635254785673e-09
6.10600000000000e+04	7.99046808133569e-09,3.98340966288649e-08
6.10700000000000e+04	1.45152252367559e-08,5.05883812942132e-08
6.10800000000000e+04	1.07169819968167e-08,6.87372022266276e-08
6.10900000000000e+04	1.90162980255766e-08,7.18458734620292e-08
6.11000000000000e+04	2.11815176545044e-08,8.11238986230509e-08
6.11100000000000e+04	2.14861980331593e-08,9.18839471330065e-08
6.11200000000000e+04	2.47478886699216e-08,9.99949247369766e-08
6.11300000000000e+04	2.77563024592422e-08,1.12043166174362e-07
6.11400000000000e+04	3.05655976575252e-08,1.10571187658481e-07
6.11500000000000e+04	3.40617218413411e-08,1.19123124185102e-07
6.11600000000000e+04	3.32074498831900e-08,1.26065337992323e-07
6.11700000000000e+04	4.16981846788349e-08,1.32021643234753e-07
6.11800000000000e+04	4.54602318241134e-08,1.37665447824948e-07
6.11900000000000e+04	5.25548101334657e-08,1.42401237749105e-07
6.12000000000000e+04	5.60028350725549e-08,1.47247364585966e-07
6.12100000000000e+04	6.15577174518437e-08,1.51238351117702e-07
6.12200000000000e+04	6.43107061670621e-08,1.55984291487507e-07
6.12300000000000e+04	6.96096677061275e-08,1.59522558408261e-07
6.12400000000000e+04	7.94070409623013e-08,1.64507557133624e-07
6.12500000000000e+04	7.98848135071889e-08,1.66024907083976e-07
6.12600000000000e+04	8.53749199080108e-08,1.68888103580021e-07
6.12700000000000e+04	8.87629170858078e-08,1.72099546521944e-07
6.12800000000000e+04	9.48261642756566e-08,1.74490444575957e-07
6.12900000000000e+04	9.90446634963284e-08,1.76933450162987e-07
6.13000000000000e+04	1.07589394440944e-07,1.79228209879869e-07
6.13100000000000e+04	1.12920564952534e-07,1.81409025862637e-07
6.13200000000000e+04	1.19996772346495e-07,1.83155162417361e-07
6.13300000000000e+04	1.25240107852500e-07,1.85190996370488e-07
6.13400000000000e+04	1.31941957386356e-07,1.86245913517501e-07
6.13500000000000e+04	1.38822055931126e-07,1.91463776878972e-07
6.13600000000000e+04	1.46370248028059e-07,1.91001967493884e-07
6.13700000000000e+04	1.54658166499273e-07,1.91996501936686e-07
6.13800000000000e+04	1.61991483943942e-07,1.92112387276263e-07
6.13900000000000e+04	1.70881778105047e-07,1.92416537941387e-07
6.14000000000000e+04	1.80318253997565e-07,1.92078689015303e-07
6.14100000000000e+04	1.89782172050126e-07,1.91634075015266e-07
6.14200000000000e+04	2.00129254875577e-07,1.91432049082354e-07
6.14300000000000e+04	2.08956807803474e-07,1.81778829662136e-07
6.14400000000000e+04	2.20521697841879e-07,1.81970638913118e-07
6.14500000000000e+04	2.31212659290475e-07,1.76970739753267e-07
6.14600000000000e+04	2.44065691766950e-07,1.74635728810886e-07
6.14700000000000e+04	2.55640976838707e-07,1.67823745027396e-07
6.14800000000000e+04	2.63578138806994e-07,1.63589318704468e-07
6.14900000000000e+04	2.79843967788744e-07,1.50871492151102e-07
6.15000000000000e+04	2.92412551807246e-07,1.39236531585673e-07
6.15100000000000e+04	3.02906704654339e-07,1.34159731797831e-07
6.15200000000000e+04	3.15681888420868e-07,1.17493525924973e-07
6.15300000000000e+04	3.24124629301799e-07,1.04390860922377e-07
6.15400000000000e+04	3.45392160361710e-07,8.01662123269677e-08
6.15500000000000e+04	3.56567185948686e-07,6.08958628368221e-08
6.15600000000000e+04	3.69000065012291e-07,3.22006151153008e-08
6.15700000000000e+04	3.83478602934692e-07,1.14107944061594e-08
6.15800000000000e+04	4.02102867695369e-07,-1.71176688251538e-08
6.15900000000000e+04	3.90834304576432e-07,-7.31624622738408e-08
6.16000000000000e+04	4.20818540412981e-07,-1.10387958680061e-07
6.16100000000000e+04	4.51050919004752e-07,-1.56389831098522e-07
6.16200000000000e+04	4.55121037833385e-07,-2.69254218395889e-07
6.16300000000000e+04	4.92708653967130e-07,-3.87212594724774e-07
6.16400000000000e+04	5.05043099083024e-07,-5.29127250749061e-07
6.16500000000000e+04	6.67744840724560e-07,-1.03853365006510e-06
6.16600000000000e+04	1.13864330471109e-06,-2.78087451950596e-06
6.16700000000000e+04	-1.22687300427712e-06,5.84843673982999e-06
6.16800000000000e+04	-5.85519179778748e-08,1.50201614453984e-06
6.16900000000000e+04	2.71173027795227e-08,7.78682832619579e-07
6.17000000000000e+04	2.55776756517093e-07,7.14113456040533e-07
6.17100000000000e+04	2.56734893683785e-07,5.33690357326503e-07
6.17200000000000e+04	3.26905934651059e-07,4.14994263458471e-07
6.17300000000000e+04	2.75966371358975e-07,3.63330152536418e-07
6.17400000000000e+04	2.80694803422736e-07,3.12565223413155e-07
6.17500000000000e+04	2.85081006625634e-07,2.70107849676000e-07
6.17600000000000e+04	2.85929127368737e-07,2.39408973507352e-07
6.17700000000000e+04	2.91229335409282e-07,2.13273038601128e-07
6.17800000000000e+04	2.77842056073754e-07,1.91555941167997e-07
6.17900000000000e+04	2.78002365220973e-07,1.73083645275167e-07
6.18000000000000e+04	2.73030481799749e-07,1.47765234742263e-07
6.18100000000000e+04	2.73098930662498e-07,1.43668653777690e-07
6.18200000000000e+04	2.70006211149381e-07,1.30570364165444e-07
6.18300000000000e+04	2.66435236137110e-07,1.30343185407638e-07
6.18400000000000e+04	2.63036333686599e-07,1.17508765804149e-07
6.18500000000000e+04	2.58188081352982e-07,1.09120255147091e-07
6.18600000000000e+04	2.58328256629387e-07,1.05191738772790e-07
6.18700000000000e+04	2.54718356373164e-07,1.00030679164986e-07
6.18800000000000e+04	2.56087875501505e-07,9.27630311251492e-08
6.18900000000000e+04	2.49098531888211e-07,9.30158317679805e-08
6.19000000000000e+04	2.46213670964366e-07,9.07151071247540e-08
6.19100000000000e+04	2.47760565771386e-07,8.86062967274246e-08
6.19200000000000e+04	2.44507162984296e-07,8.76658020352183e-08
6.19300000000000e+04	2.43227536854813e-07,8.77602723252948e-08
6.19400000000000e+04	2.41821972096699e-07,8.57577753229682e-08
6.19500000000000e+04	2.41301115780461e-07,8.61418290227218e-08
6.19600000000000e+04	2.40242017513821e-07,8.78222087880831e-08
6.19700000000000e+04	2.41336983665961e-07,8.74074963932557e-08
6.19800000000000e+04	2.42295034654436e-07,8.85925985113407e-08
6.19900000000000e+04	2.40776256548054e-07,8.90076765675045e-08
6.20000000000000e+04	2.43244105088313e-07,9.09511396764767e-08
6.20100000000000e+04	2.45036908971664e-07,9.26008115907931e-08
6.20200000000000e+04	2.47545806910716e-07,9.50101110720238e-08
6.20300000000000e+04	2.50276190170715e-07,9.71538198701448e-08
6.20400000000000e+04	2.54112629123081e-07,1.01106536777034e-07
6.20500000000000e+04	2.57528457171486e-07,1.02128708930039e-07
6.20600000000000e+04	2.62053242653016e-07,1.05169861070501e-07
6.20700000000000e+04	2.68084622339038e-07,1.05397619923500e-07
6.20800000000000e+04	2.73943225084473e-07,1.09270478605972e-07
6.20900000000000e+04	2.80433834207068e-07,1.13185724702436e-07
6.21000000000000e+04	2.89854893849382e-07,1.12482784886967e-07
6.21100000000000e+04	2.98820694810107e-07,1.14757424639521e-07
6.21200000000000e+04	3.09157855308254e-07,1.16622097558903e-07
6.21300000000000e+04	3.20868928416640e-07,1.16338226265632e-07
6.21400000000000e+04	3.34709781183438e-07,1.14684453650467e-07
6.21500000000000e+04	3.43280326999566e-07,1.20826164512249e-07
6.21600000000000e+04	3.61908201088868e-07,1.14776546095604e-07
6.21700000000000e+04	3.83251033970704e-07,1.12103567612346e-07
6.21800000000000e+04	3.92802247415811e-07,1.01325619416953e-07
6.21900000000000e+04	4.14135428754612e-07,9.34423908553890e-08
6.22000000000000e+04	4.28861664240161e-07,7.88442020518087e-08
6.22100000000000e+04	4.58154741911590e-07,6.71259586622770e-08
6.22200000000000e+04	4.80455521957784e-07,4.76701071791421e-08
6.22300000000000e+04	5.19762263268255e-07,2.43946166442108e-08
6.22400000000000e+04	5.41235153214247e-07,-7.70633187642063e-09
6.22500000000000e+04	5.58786594800776e-07,-4.93251483253997e-08
6.22600000000000e+04	6.24507368317293e-07,-9.89642175750477e-08
6.22700000000000e+04	6.61137935128897e-07,-1.69288764835790e-07
6.22800000000000e+04	7.23797999837401e-07,-2.73100027666821e-07
6.22900000000000e+04	7.75929146637723e-07,-4.08208335839438e-07
6.23000000000000e+04	8.73464043133749e-07,-6.45818550204804e-07
6.23100000000000e+04	9.74645643695131e-07,-9.40474965242027e-07
6.23200000000000e+04	1.33117357772990e-06,-1.97465829343716e-06
6.23300000000000e+04	3.54594161590516e-06,-8.79862626176888e-06
6.23400000000000e+04	-8.14555893129232e-07,4.79435983179580e-06
6.23500000000000e+04	8.17662554248919e-08,2.05602372842235e-06
6.23600000000000e+04	4.45660897431854e-07,1.24842962551090e-06
6.23700000000000e+04	4.34459669525449e-07,1.02931852984927e-06
6.23800000000000e+04	4.95188987262938e-07,8.26599946064258e-07
6.23900000000000e+04	6.22943804351556e-07,7.29766972074325e-07
6.24000000000000e+04	6.29159713778438e-07,6.10369741419614e-07
6.24100000000000e+04	6.62105800362970e-07,5.23651606993919e-07
6.24200000000000e+04	6.82271241767087e-07,4.62945933611676e-07
6.24300000000000e+04	7.07831861836430e-07,4.02250729112437e-07
6.24400000000000e+04	7.24224954150507e-07,3.42313206779495e-07
6.24500000000000e+04	7.48930432823978e-07,3.00558601626760e-07
6.24600000000000e+04	7.66604243701565e-07,2.54755453108000e-07
6.24700000000000e+04	7.78781596468219e-07,2.18513588591287e-07
6.24800000000000e+04	7.94367089682722e-07,1.75850447021026e-07
6.24900000000000e+04	8.10930572805673e-07,1.37512203494870e-07
6.25000000000000e+04	8.12780665824899e-07,1.00127769227577e-07
6.25100000000000e+04	8.23998143218422e-07,6.44497734193960e-08
6.25200000000000e+04	8.36015974385440e-07,2.99720433572276e-08
6.25300000000000e+04	8.40305391316335e-07,-4.54052754691244e-09
6.25400000000000e+04	8.46687460555504e-07,-3.85169376360788e-08
6.25500000000000e+04	8.53398994683845e-07,-6.90530675694515e-08
6.25600000000000e+04	8.57845199508639e-07,-1.03256459466052e-07
6.25700000000000e+04	8.62450252877889e-07,-1.37940494313224e-07
6.25800000000000e+04	8.64577341140322e-07,-1.66288476750129e-07
6.25900000000000e+04	8.67383606051817e-07,-1.99569267245992e-07
6.26000000000000e+04	8.69509745123870e-07,-2.28188643435823e-07
6.26100000000000e+04	8.70396698656384e-07,-2.65303779460743e-07
6.26200000000000e+04	8.71214476600142e-07,-2.98628870042012e-07
6.26300000000000e+04	8.66344786829626e-07,-3.31327963261122e-07
6.26400000000000e+04	8.66372450122860e-07,-3.65626004984502e-07
6.26500000000000e+04	8.64353704415661e-07,-3.99587039758914e-07
6.26600000000000e+04	8.57877070915524e-07,-4.35546783678356e-07
6.26700000000000e+04	8.52239473987597e-07,-4.70700945429528e-07
6.26800000000000e+04	8.44442386841157e-07,-5.07847113052314e-07
6.26900000000000e+04	8.35153599334011e-07,-5.42537802423009e-07
6.27000000000000e+04	8.23124001958924e-07,-5.78999918195936e-07
6.27100000000000e+04	8.14348642210561e-07,-6.14853410459990e-07
6.27200000000000e+04	7.97022370091903e-07,-6.51578419104451e-07
6.27300000000000e+04	7.80321023610655e-07,-6.87445669169193e-07
6.27400000000000e+04	7.58158017233429e-07,-7.24404662827302e-07
6.27500000000000e+04	7.36415752035946e-07,-7.59607550440987e-07
6.27600000000000e+04	7.11621881938265e-07,-7.93064937718004e-07
6.27700000000000e+04	6.85187571632956e-07,-8.27714067483817e-07
6.27800000000000e+04	6.56028464826862e-07,-8.59850178112193e-07
6.27900000000000e+04	6.24710470513762e-07,-8.91968283199240e-07
6.28000000000000e+04	5.91219519834148e-07,-9.20504938175981e-07
6.28100000000000e+04	5.56964360505602e-07,-9.46930371189156e-07
6.28200000000000e+04	5.16278598885042e-07,-9.73827108443984e-07
6.28300000000000e+04	4.77417364111678e-07,-9.96389496983373e-07
6.28400000000000e+04	4.32221522708814e-07,-1.01726363058416e-06
6.28500000000000e+04	3.94130068880563e-07,-1.03436199213048e-06
6.28600000000000e+04	3.50397396407609e-07,-1.04899125715816e-06
6.28700000000000e+04	3.06723837937982e-07,-1.06232393900426e-06
6.28800000000000e+04	2.60434181764705e-07,-1.06994380983526e-06
6.28900000000000e+04	2.07263642361239e-07,-1.06879355000516e-06
6.29000000000000e+04	1.79097041432993e-07,-1.08745047803484e-06
6.29100000000000e+04	1.31782478504141e-07,-1.08525416673098e-06
6.29200000000000e+04	1.04251411316413e-07,-1.08825350467188e-06
6.29300000000000e+04	4.81727102588787e-08,-1.07954748035398e-06
6.29400000000000e+04	1.79554201783918e-08,-1.08141444078045e-06
6.29500000000000e+04	-6.36245037329594e-08,-1.02138318354109e-06
6.29600000000000e+04	-5.93111382203029e-08,-1.03791489049317e-06
6.29700000000000e+04	6.27014136652662e-08,-1.07116428735355e-06
6.29800000000000e+04	-2.93000419581441e-07,-9.55387730064583e-07
6.29900000000000e+04	-2.65461083870759e-07,-9.50833545937745e-07
6.30000000000000e+04	-4.04100323059425e-05,5.00222347681622e-05
6.30100000000000e+04	-3.08652758933654e-07,-8.93286860988562e-07
6.30200000000000e+04	-3.33329380126497e-07,-8.23920728872124e-07
6.30300000000000e+04	-3.65506932127402e-07,-1.00988212233090e-06
6.30400000000000e+04	-3.85588928543416e-07,-8.68822369079528e-07
6.30500000000000e+04	-4.06402309017408e-07,-7.89154382949753e-07
6.30600000000000e+04	-4.26296448403181e-07,-8.21867432962410e-07
6.30700000000000e+04	-4.43179167613713e-07,-7.73728435052689e-07
6.30800000000000e+04	-4.48620976450727e-07,-7.28617429996312e-07
6.30900000000000e+04	-4.69660391655631e-07,-7.02903760450718e-07
6.31000000000000e+04	-4.77105575496421e-07,-6.71164457981212e-07
6.31100000000000e+04	-4.99774587306997e-07,-6.31126545061055e-07
6.31200000000000e+04	-4.98191119981440e-07,-6.03561721029381e-07
6.31300000000000e+04	-4.98036519786708e-07,-5.74904463246477e-07
6.31400000000000e+04	-5.06465821311105e-07,-5.42233298898769e-07
6.31500000000000e+04	-5.05443047179416e-07,-5.14193157073971e-07
6.31600000000000e+04	-5.07532965309796e-07,-4.81279987151088e-07
6.31700000000000e+04	-5.00949748698647e-07,-4.60250983049398e-07
6.31800000000000e+04	-4.96421965816482e-07,-4.34396043701170e-07
6.31900000000000e+04	-4.94139544900997e-07,-4.14346302584824e-07
6.32000000000000e+04	-4.86826750819001e-07,-3.89766799596820e-07
6.32100000000000e+04	-4.80893064221073e-07,-3.66834710284760e-07
6.32200000000000e+04	-4.70797859006411e-07,-3.49958339555513e-07
6.32300000000000e+04	-4.63054562503292e-07,-3.30760752555212e-07
6.32400000000000e+04	-4.57690407130911e-07,-3.14412012961936e-07
6.32500000000000e+04	-4.45689641436334e-07,-2.97040481962912e-07
6.32600000000000e+04	-4.36747029104883e-07,-2.81550345317921e-07
6.32700000000000e+04	-4.26553972539519e-07,-2.70862652898175e-07
6.32800000000000e+04	-4.17746541200539e-07,-2.56749509218509e-07
6.32900000000000e+04	-4.08798926558132e-07,-2.46117134230622e-07
6.33000000000000e+04	-3.99006291501733e-07,-2.32155710002688e-07
6.33100000000000e+04	-3.89993986257258e-07,-2.22458941063949e-07
6.33200000000000e+04	-3.82035689429185e-07,-2.14946607923942e-07
6.33300000000000e+04	-3.72134829209830e-07,-2.04085279692635e-07
6.33400000000000e+04	-3.63371185240155e-07,-1.95261238878762e-07
6.33500000000000e+04	-3.54902643120088e-07,-1.90341941248421e-07
6.33600000000000e+04	-3.46439440982377e-07,-1.81572904338083e-07
6.33700000000000e+04	-3.39163404889997e-07,-1.73950245510714e-07
6.33800000000000e+04	-3.28218597760748e-07,-1.68605992807339e-07
6.33900000000000e+04	-3.20270388002505e-07,-1.62279838467892e-07
6.34000000000000e+04	-3.12463654239266e-07,-1.55463892613039e-07
6.34100000000000e+04	-3.03580942511931e-07,-1.51209652055237e-07
6.34200000000000e+04	-2.95443553546699e-07,-1.46497375931423e-07
6.34300000000000e+04	-2.84568711425329e-07,-1.40220555457091e-07
6.34400000000000e+04	-2.76909815571815e-07,-1.36539092433458e-07
6.34500000000000e+04	-2.68632422264795e-07,-1.30746926230291e-07
6.34600000000000e+04	-2.58457780926663e-07,-1.31817785465249e-07
6.34700000000000e+04	-2.49391705641188e-07,-1.28138847953916e-07
6.34800000000000e+04	-2.39833470752592e-07,-1.31687260090777e-07
6.34900000000000e+04	-2.30230957505083e-07,-1.23605808997965e-07
6.35000000000000e+04	-2.20033170363870e-07,-1.21919403612031e-07
6.35100000000000e+04	-2.11428733424549e-07,-1.23666223778028e-07
6.35200000000000e+04	-2.00002154908052e-07,-1.23098157731872e-07
6.35300000000000e+04	-1.86853076026044e-07,-1.29409959516136e-07
6.35400000000000e+04	-1.80742043472752e-07,-1.17621937912533e-07
6.35500000000000e+04	-1.68328461302823e-07,-1.21381768467551e-07
6.35600000000000e+04	-1.49432055000662e-07,-1.02624740795861e-07
6.35700000000000e+04	-1.43418665680235e-07,-1.25712111398105e-07
6.35800000000000e+04	-1.31368007377900e-07,-1.24217524892966e-07
6.35900000000000e+04	-1.02903867666501e-07,-1.59271937239180e-07
6.36000000000000e+04	-9.11010556189296e-08,-1.53538770774312e-07
6.36100000000000e+04	-8.37069771555198e-08,-1.83054828558974e-07
6.36200000000000e+04	-1.49148128601802e-08,-1.40936978082557e-07
6.36300000000000e+04	2.88405753224901e-08,-1.62449930730719e-07
6.36400000000000e+04	3.06868461950598e-07,-3.07824308296814e-07
6.36500000000000e+04	2.99747861657499e-07,-2.22327602571170e-07
6.36600000000000e+04	1.04464649542671e-06,-3.64542272198770e-07
6.36700000000000e+04	-2.69114701820682e-06,3.23755293359377e-07
6.36800000000000e+04	-8.37693053887273e-07,-2.56444828582892e-08
6.36900000000000e+04	-6.62289418356133e-07,-7.71780682180153e-08
6.37000000000000e+04	-3.73186412242916e-07,-1.03386125534808e-07
6.37100000000000e+04	-3.53240590437323e-07,-1.16917522876750e-07
6.37200000000000e+04	-3.72092486403863e-07,-1.43007190126632e-07
6.37300000000000e+04	-3.11858261647176e-07,-1.35179848210438e-07
6.37400000000000e+04	-3.09992360743519e-07,-1.44360069931612e-07
6.37500000000000e+04	-2.36743067283884e-07,-1.34633090734839e-07
6.37600000000000e+04	-2.60405947852032e-07,-1.47106285473222e-07
6.37700000000000e+04	-2.61813592576372e-07,-1.56244412696641e-07
6.37800000000000e+04	-2.52961565734060e-07,-1.51261110190696e-07
6.37900000000000e+04	-2.51732650253853e-07,-1.55994586346654e-07
6.38000000000000e+04	-2.45571434139321e-07,-1.63324017050269e-07
6.38100000000000e+04	-2.48870944417676e-07,-1.60943035414376e-07
6.38200000000000e+04	-2.47503072956430e-07,-1.61360177368985e-07
6.38300000000000e+04	-2.51178975684220e-07,-1.71204419843117e-07
6.38400000000000e+04	-2.49825829452501e-07,-1.68611393555630e-07
6.38500000000000e+04	-2.53709229638078e-07,-1.69779863704390e-07
6.38600000000000e+04	-2.46296812153851e-07,-1.69173319675872e-07
6.38700000000000e+04	-2.48455500484237e-07,-1.69985379414241e-07
6.38800000000000e+04	-2.48405669774304e-07,-1.70649251059050e-07
6.38900000000000e+04	-2.50668137455842e-07,-1.70888389009653e-07
6.39000000000000e+04	-2.51778545156045e-07,-1.71497443569245e-07
6.39100000000000e+04	-2.52558405727891e-07,-1.69285015215174e-07
6.39200000000000e+04	-2.53799441513697e-07,-1.70454813232647e-07
6.39300000000000e+04	-2.54987995146176e-07,-1.71149731594253e-07
6.39400000000000e+04	-2.55945694099241e-07,-1.69769686776110e-07
6.39500000000000e+04	-2.57083071274393e-07,-1.69920630639289e-07
6.39600000000000e+04	-2.56149169036137e-07,-1.72168934363525e-07
6.39700000000000e+04	-2.59356889501003e-07,-1.69947697189471e-07
6.39800000000000e+04	-2.60637245760483e-07,-1.70371990910678e-07
6.39900000000000e+04	-2.61001042333215e-07,-1.68297705796054e-07
6.40000000000000e+04	-2.62507257482888e-07,-1.69626382590368e-07
6.40100000000000e+04	-2.62839388520292e-07,-1.70754716599665e-07
6.40200000000000e+04	-2.66545468575158e-07,-1.69790359012651e-07
6.40300000000000e+04	-2.67776059832438e-07,-1.70648351886085e-07
6.40400000000000e+04	-2.68211051847944e-07,-1.68950559814311e-07
6.40500000000000e+04	-2.71494798623404e-07,-1.72440110449889e-07
6.40600000000000e+04	-2.73389369710102e-07,-1.74179811676684e-07
6.40700000000000e+04	-2.78857615485779e-07,-1.70800974909605e-07
6.40800000000000e+04	-2.80654168410741e-07,-1.74161244518080e-07
6.40900000000000e+04	-2.83569292265856e-07,-1.77547252822330e-07
6.41000000000000e+04	-2.88824508981326e-07,-1.73915743221272e-07
6.41100000000000e+04	-2.93300683506608e-07,-1.75455380584490e-07
6.41200000000000e+04	-2.94147210966472e-07,-1.78163384244006e-07
6.41300000000000e+04	-3.04641713020855e-07,-1.76180059887351e-07
6.41400000000000e+04	-3.11999225923854e-07,-1.75880407021138e-07
6.41500000000000e+04	-3.14826031514969e-07,-1.74365798323765e-07
6.41600000000000e+04	-3.24695964635708e-07,-1.73011005632711e-07
6.41700000000000e+04	-3.32000803489899e-07,-1.72141813939287e-07
6.41800000000000e+04	-3.44872548131383e-07,-1.64174064523882e-07
6.41900000000000e+04	-3.54360665350541e-07,-1.59460506120145e-07
6.42000000000000e+04	-3.53394259828039e-07,-1.42183646349127e-07
6.42100000000000e+04	-3.75946497004167e-07,-1.43204745889423e-07
6.42200000000000e+04	-3.85349996176073e-07,-1.32325595566913e-07
6.42300000000000e+04	-4.14226945472728e-07,-1.08163463540719e-07
6.42400000000000e+04	-4.19668905767586e-07,-9.09831024720248e-08
6.42500000000000e+04	-4.24597233589355e-07,-5.93938388913981e-08
6.42600000000000e+04	-4.60450063523107e-07,-3.65624753915828e-08
6.42700000000000e+04	-4.74941171629667e-07,1.22656367837694e-08
6.42800000000000e+04	-5.08831878997320e-07,8.56889293112521e-08
6.42900000000000e+04	-5.20545457302262e-07,1.75160372068658e-07
6.43000000000000e+04	-5.65316695489294e-07,3.40002913229596e-07
6.43100000000000e+04	-5.00267250904920e-07,5.32323523273758e-07
