Freq.	V(n001)
1.82060000000000e+05	-2.85968592872126e-09,1.96730489335491e-09
1.82070000000000e+05	-3.47985924994412e-09,1.87207754652025e-09
1.82080000000000e+05	-3.58805454067619e-09,1.87846267304884e-09
1.82090000000000e+05	-3.94995836140486e-09,1.99973012882849e-09
1.82100000000000e+05	-4.13224727876052e-09,1.80511146229172e-09
1.82110000000000e+05	-4.53459849725403e-09,1.93637244745573e-09
1.82120000000000e+05	-4.97296089446840e-09,2.13907085793296e-09
1.82130000000000e+05	-5.42846415488569e-09,2.30617393277899e-09
1.82140000000000e+05	-6.09771715470666e-09,2.72376425078051e-09
1.82150000000000e+05	-5.43324604113265e-09,2.00476428260953e-09
1.82160000000000e+05	-6.51328750817899e-09,2.79639898108902e-09
1.82170000000000e+05	-7.36245850224660e-09,2.81723625498087e-09
1.82180000000000e+05	-7.34080076073607e-09,4.37045362026546e-09
1.82190000000000e+05	-7.98268990020243e-09,4.81678962177946e-09
1.82200000000000e+05	-1.02196430988561e-08,5.15040420154627e-09
1.82210000000000e+05	-9.03468454812483e-09,6.33974798844207e-09
1.82220000000000e+05	-9.25549066363609e-09,7.18337451799119e-09
1.82230000000000e+05	-1.18394545353279e-08,9.46392883891024e-09
1.82240000000000e+05	-1.14745323366389e-08,1.04691300464975e-08
1.82250000000000e+05	-1.13935212482296e-08,1.24030082385888e-08
1.82260000000000e+05	-1.36617101339841e-08,1.42547079187201e-08
1.82270000000000e+05	-1.43311604171039e-08,1.72222360541639e-08
1.82280000000000e+05	-9.43171139273188e-09,1.98303293415797e-08
1.82290000000000e+05	-1.61897926439079e-08,2.67786220844673e-08
1.82300000000000e+05	-1.31560948495314e-08,3.60550687453265e-08
1.82310000000000e+05	-5.75137731901782e-08,4.77102042047595e-08
1.82320000000000e+05	-5.90827292952674e-08,8.78710524991199e-08
1.82330000000000e+05	-1.95774784922062e-07,3.53867472579449e-07
1.82340000000000e+05	8.44841260585916e-08,-1.76637646750731e-07
1.82350000000000e+05	2.96012983510675e-08,-7.02449487381255e-08
1.82360000000000e+05	1.82181056610790e-08,-3.30230463437321e-08
1.82370000000000e+05	1.12173463586769e-08,-3.20416064859185e-08
1.82380000000000e+05	1.00930006664864e-08,-2.80450795187989e-08
1.82390000000000e+05	-9.78002611540111e-10,-6.71076678752399e-09
1.82400000000000e+05	3.24002007061051e-09,-1.11223575852228e-08
1.82410000000000e+05	7.97425629850952e-09,-6.51238728959305e-09
1.82420000000000e+05	-1.89681213725133e-09,-1.16911179450318e-08
1.82430000000000e+05	-1.14921632088096e-10,-9.12664627018166e-09
1.82440000000000e+05	-9.10794676093487e-11,-4.77066599050123e-09
1.82450000000000e+05	5.20951065577413e-10,-6.73397044313114e-09
1.82460000000000e+05	7.14206279462978e-10,-5.76619565290780e-09
1.82470000000000e+05	7.55980189870420e-10,-6.36225558575825e-09
1.82480000000000e+05	9.66893560530452e-10,-5.35745055544151e-09
1.82490000000000e+05	1.11279222641244e-09,-4.93782452418596e-09
1.82500000000000e+05	1.27046509765983e-09,-4.76621564747978e-09
1.82510000000000e+05	1.39023860060677e-09,-4.61425022240989e-09
1.82520000000000e+05	1.60684350672778e-09,-4.24464589363369e-09
1.82530000000000e+05	1.61584619965012e-09,-4.55952561261626e-09
1.82540000000000e+05	1.90486952537908e-09,-4.67280901405474e-09
1.82550000000000e+05	4.90536582171050e-10,-4.34120160515609e-09
1.82560000000000e+05	1.11107983296769e-09,-4.61045917874715e-09
1.82570000000000e+05	1.03348574101480e-09,-4.54241368796166e-09
1.82580000000000e+05	1.08206644602726e-09,-5.10164615240061e-09
1.82590000000000e+05	8.94142559500195e-10,-5.14100262871642e-09
1.82600000000000e+05	5.99615648722866e-10,-5.73784684902044e-09
1.82610000000000e+05	4.30144124353017e-10,-5.30490681028341e-09
1.82620000000000e+05	8.67209738618468e-11,-5.32805459718626e-09
1.82630000000000e+05	2.33036191684401e-10,-5.57570558823537e-09
1.82640000000000e+05	-2.79840506962297e-10,-5.46574388258487e-09
1.82650000000000e+05	-6.67956804267593e-10,-5.31210671419931e-09
1.82660000000000e+05	-8.64759812038020e-10,-5.48522685089319e-09
1.82670000000000e+05	-1.19085202230062e-09,-5.34294216119837e-09
1.82680000000000e+05	-1.57057482108462e-09,-5.06874016211476e-09
1.82690000000000e+05	-1.75927471197968e-09,-5.02776484131161e-09
1.82700000000000e+05	-2.00532067813221e-09,-4.79319100175400e-09
1.82710000000000e+05	-2.25595701049640e-09,-4.81671625874819e-09
1.82720000000000e+05	-2.44084309996259e-09,-4.46996611562853e-09
1.82730000000000e+05	-2.64225598185947e-09,-4.22536751745740e-09
1.82740000000000e+05	-2.67446568571151e-09,-3.92182043867652e-09
1.82750000000000e+05	-2.78113843842105e-09,-3.66415615602607e-09
1.82760000000000e+05	-3.38494352543249e-09,-3.24538755697698e-09
1.82770000000000e+05	-2.87995083054705e-09,-3.14897279933054e-09
1.82780000000000e+05	-2.95253066551800e-09,-2.91154188577909e-09
1.82790000000000e+05	-2.47570642477998e-09,-2.63232088210663e-09
1.82800000000000e+05	-2.66787570197096e-09,-2.42223150987314e-09
1.82810000000000e+05	-3.02756797885029e-09,-2.01614316537241e-09
1.82820000000000e+05	-2.00802057954293e-09,-2.35080849594771e-09
1.82830000000000e+05	-2.03258568919352e-09,-2.14835240973141e-09
1.82840000000000e+05	-1.67455138557621e-09,-2.95869501045765e-09
1.82850000000000e+05	-1.69946184728830e-09,-2.01951101448130e-09
1.82860000000000e+05	-1.30546223999176e-09,-2.10191640869414e-09
1.82870000000000e+05	-2.26997600265598e-09,-1.54068636954162e-09
1.82880000000000e+05	-1.34660267113274e-09,-1.81350301419513e-09
1.82890000000000e+05	7.91340970622981e-10,-1.56403241863545e-09
1.82900000000000e+05	-3.34551398281166e-09,-2.39398760999076e-09
1.82910000000000e+05	-2.66773192463708e-09,-2.36369618818171e-09
1.82920000000000e+05	-2.63273092959994e-09,-2.21194651624085e-09
1.82930000000000e+05	-3.22285105880507e-09,-2.56652497427756e-09
1.82940000000000e+05	-4.36506304086332e-09,-2.94929636154812e-09
1.82950000000000e+05	-4.21650003963297e-09,-9.30381291808119e-11
1.82960000000000e+05	-9.32414240598694e-09,6.46662013958561e-13
1.82970000000000e+05	-3.93235341397864e-08,1.05357939744888e-08
1.82980000000000e+05	2.04130367154279e-08,-1.16040787744673e-08
1.82990000000000e+05	8.42626738392236e-09,-7.40748140578722e-09
1.83000000000000e+05	-2.80916771683528e-07,-2.84345742414847e-07
1.83010000000000e+05	4.21590442543142e-09,-5.46391244182634e-09
1.83020000000000e+05	4.20699179966641e-09,-2.36340995596010e-09
1.83030000000000e+05	-6.80592633803024e-11,-2.01113005615242e-08
1.83040000000000e+05	2.22496051265871e-09,-1.34327131351418e-08
1.83050000000000e+05	8.63633583186075e-09,-2.50387743301917e-08
1.83060000000000e+05	-5.09858563519472e-09,1.08936632773028e-09
1.83070000000000e+05	-2.84167243961127e-09,-3.74015703389416e-09
1.83080000000000e+05	-4.62246457042387e-09,-7.03509257957997e-09
1.83090000000000e+05	-2.76593214407081e-09,-5.11163339400169e-09
1.83100000000000e+05	-3.31567400983014e-09,-4.97245792914888e-09
1.83110000000000e+05	-1.83921542521814e-09,-6.36834623194225e-09
1.83120000000000e+05	-3.06932901474313e-09,-5.48922007971743e-09
1.83130000000000e+05	-4.33758711582173e-09,-4.22643118446351e-09
1.83140000000000e+05	-2.76405117256500e-09,-6.25825342198256e-09
1.83150000000000e+05	-3.36004400290781e-09,-5.66193809171793e-09
1.83160000000000e+05	-4.05113575348239e-09,-6.67680043473171e-09
1.83170000000000e+05	-3.91380464474565e-09,-5.12696241583001e-09
1.83180000000000e+05	-4.31176835895459e-09,-4.80827631628780e-09
1.83190000000000e+05	-3.11890063089732e-09,-5.21497788417132e-09
1.83200000000000e+05	-3.80579767251100e-09,-4.77465616095184e-09
1.83210000000000e+05	-3.67096436754007e-09,-4.90404094714653e-09
1.83220000000000e+05	-4.30280226384177e-09,-3.99118365190402e-09
1.83230000000000e+05	-4.21957869059832e-09,-3.96208741472290e-09
1.83240000000000e+05	-3.92919122687310e-09,-3.95737554292839e-09
1.83250000000000e+05	-4.16870535128259e-09,-3.72751475101942e-09
1.83260000000000e+05	-4.13687694506614e-09,-3.63587278646393e-09
1.83270000000000e+05	-4.06641422290887e-09,-3.46117105178338e-09
1.83280000000000e+05	-4.02636286159006e-09,-3.44085445811918e-09
1.83290000000000e+05	-3.94168026669126e-09,-3.51947250776948e-09
1.83300000000000e+05	-3.96867841156963e-09,-3.19254065436568e-09
1.83310000000000e+05	-3.90937849921100e-09,-3.21292995330595e-09
1.83320000000000e+05	-3.69929346983011e-09,-2.96988204302715e-09
1.83330000000000e+05	-3.83576060977260e-09,-3.20799554356855e-09
1.83340000000000e+05	-3.82723385314066e-09,-3.26149746619674e-09
1.83350000000000e+05	-3.70601052093791e-09,-2.94282130892246e-09
1.83360000000000e+05	-3.73786101724827e-09,-3.09531973626858e-09
1.83370000000000e+05	-3.68262549183467e-09,-3.11867986229588e-09
1.83380000000000e+05	-3.81377275451220e-09,-3.10743609354863e-09
1.83390000000000e+05	-3.80293621792750e-09,-3.10455551202261e-09
1.83400000000000e+05	-3.61842407057143e-09,-3.40162356112137e-09
1.83410000000000e+05	-3.83696576888655e-09,-3.09418315352051e-09
1.83420000000000e+05	-3.89467450359894e-09,-3.16454536011347e-09
1.83430000000000e+05	-3.62145446207959e-09,-2.58521566128732e-09
1.83440000000000e+05	-3.70561687624061e-09,-2.82147004595809e-09
1.83450000000000e+05	-3.31588172587725e-09,-3.02166468537033e-09
1.83460000000000e+05	-4.14308553740051e-09,-2.47215751000733e-09
1.83470000000000e+05	-3.96831213179837e-09,-2.48163243355135e-09
1.83480000000000e+05	-3.72702122561680e-09,-1.88850095357951e-09
1.83490000000000e+05	-3.88587382987383e-09,-2.33771309339219e-09
1.83500000000000e+05	-4.01978477409077e-09,-2.34749806057598e-09
1.83510000000000e+05	-2.77210566700131e-09,-1.52208901972450e-09
1.83520000000000e+05	-3.22750261793473e-09,-1.66259637540674e-09
1.83530000000000e+05	-3.39397561592276e-09,-1.01317234829451e-09
1.83540000000000e+05	-2.66504881214858e-09,-2.08720827905311e-09
1.83550000000000e+05	-2.52181647309397e-09,-1.75863030932274e-09
1.83560000000000e+05	-2.31115182651449e-09,-1.55809881189975e-09
1.83570000000000e+05	-1.80761966100469e-09,-1.49587481221661e-09
1.83580000000000e+05	-9.83426445357258e-10,-1.36005767533952e-09
1.83590000000000e+05	-2.81328293354170e-09,-1.84484715649504e-09
1.83600000000000e+05	-1.16253436425818e-09,-1.91861253678106e-09
1.83610000000000e+05	-6.16084877982205e-10,-4.93848179433512e-09
1.83620000000000e+05	1.01777940862758e-09,1.86340172070085e-09
1.83630000000000e+05	2.22600637515031e-09,1.00369401488231e-09
1.83640000000000e+05	2.70113688900288e-09,8.31731587432205e-09
1.83650000000000e+05	8.23998189882616e-09,3.25865948183215e-09
1.83660000000000e+05	2.19932976796752e-08,1.15303322932147e-08
1.83670000000000e+05	-3.78014080491525e-08,-3.31622180599760e-08
1.83680000000000e+05	-9.73413135724517e-10,-1.29818320252223e-08
1.83690000000000e+05	4.32313950122200e-08,-2.14115767771095e-08
1.83700000000000e+05	-3.43427198546779e-08,2.56795435105861e-09
1.83710000000000e+05	-1.74749097458675e-08,-1.45966159817101e-09
1.83720000000000e+05	-1.85770134706060e-08,4.56358288021171e-09
1.83730000000000e+05	-1.07117863760943e-08,-2.61676820694720e-09
1.83740000000000e+05	-9.55298177998520e-09,-2.61661931947023e-09
1.83750000000000e+05	-7.76175846677935e-09,-3.82313881308210e-09
1.83760000000000e+05	-7.51828111911979e-09,-3.30233098968031e-09
1.83770000000000e+05	-6.56524063239589e-09,-2.32410777134374e-09
1.83780000000000e+05	-7.43320369358619e-09,-4.55356884413879e-09
1.83790000000000e+05	-6.97992879646008e-09,-4.26133716330790e-09
1.83800000000000e+05	-7.60899312325060e-09,-2.87817084677448e-09
1.83810000000000e+05	-6.60956735930645e-09,-4.43237702477882e-09
1.83820000000000e+05	-6.48382857667872e-09,-4.79500840089193e-09
1.83830000000000e+05	-6.60059834201657e-09,-3.52256442947378e-09
1.83840000000000e+05	-6.49035773605339e-09,-4.38065156621287e-09
1.83850000000000e+05	-6.52991735748667e-09,-5.24678623684906e-09
1.83860000000000e+05	-6.39354105993243e-09,-3.94195983139743e-09
1.83870000000000e+05	-6.42743006116174e-09,-4.30243381144636e-09
1.83880000000000e+05	-5.80296054943539e-09,-4.35037600174847e-09
1.83890000000000e+05	-6.44959519097075e-09,-4.53131290070971e-09
1.83900000000000e+05	-6.34642982617271e-09,-4.59070159973075e-09
1.83910000000000e+05	-7.14349901157622e-09,-4.72919143163856e-09
1.83920000000000e+05	-6.80497814478338e-09,-4.72284173938880e-09
1.83930000000000e+05	-6.57883737812828e-09,-4.51094451247546e-09
1.83940000000000e+05	-7.15867918221187e-09,-5.13313354205644e-09
1.83950000000000e+05	-7.14931620642327e-09,-5.09095403522546e-09
1.83960000000000e+05	-7.28459035838363e-09,-5.06312195971888e-09
1.83970000000000e+05	-7.34829178929608e-09,-5.18627504423569e-09
1.83980000000000e+05	-7.48905733394040e-09,-5.24289118524675e-09
1.83990000000000e+05	-7.60550219419886e-09,-5.30458090701229e-09
1.84000000000000e+05	-7.78910806166430e-09,-5.35291184207820e-09
1.84010000000000e+05	-7.93713686095043e-09,-5.39686891035977e-09
1.84020000000000e+05	-8.23616585709044e-09,-5.42470218801456e-09
1.84030000000000e+05	-8.44356078612099e-09,-5.44080137137000e-09
1.84040000000000e+05	-8.90059520510704e-09,-5.36952218399323e-09
1.84050000000000e+05	-8.92997194038372e-09,-5.39296487986278e-09
1.84060000000000e+05	-9.17960328652136e-09,-5.23510074898732e-09
1.84070000000000e+05	-9.55448804646675e-09,-5.81655788983599e-09
1.84080000000000e+05	-9.79108518805053e-09,-5.42253371212287e-09
1.84090000000000e+05	-1.00461819193773e-08,-5.30855934267815e-09
1.84100000000000e+05	-1.04003624043782e-08,-5.06303712215054e-09
1.84110000000000e+05	-1.06742065557099e-08,-4.89549811906145e-09
1.84120000000000e+05	-1.12942317519739e-08,-3.95728210656698e-09
1.84130000000000e+05	-1.11722913047044e-08,-4.43495092099114e-09
1.84140000000000e+05	-1.12072175653225e-08,-4.14725958239415e-09
1.84150000000000e+05	-1.27249039414846e-08,-3.76298761890133e-09
1.84160000000000e+05	-1.23817168423002e-08,-3.30869938760333e-09
1.84170000000000e+05	-1.27836826729443e-08,-1.93926941326563e-09
1.84180000000000e+05	-1.23833708017014e-08,-3.58609939259721e-09
1.84190000000000e+05	-1.26313778961400e-08,-2.76108273562582e-09
1.84200000000000e+05	-1.31361066196529e-08,-2.81778403125103e-09
1.84210000000000e+05	-1.28759887626243e-08,-1.61082555318622e-09
1.84220000000000e+05	-1.30026952192752e-08,-6.61446711349259e-10
1.84230000000000e+05	-1.26008966462919e-08,-2.74281546018790e-09
1.84240000000000e+05	-1.28607988525134e-08,-1.12671848604158e-09
1.84250000000000e+05	-1.38447374108368e-08,-1.27206266329319e-09
1.84260000000000e+05	-1.13157465402717e-08,8.86052029316315e-10
1.84270000000000e+05	-1.14149857085157e-08,1.09315587837318e-09
1.84280000000000e+05	-1.38702662426494e-08,9.00142365498353e-09
1.84290000000000e+05	-1.06158732621532e-08,2.21437772952002e-09
1.84300000000000e+05	-1.11022576185739e-08,3.98259073759688e-09
1.84310000000000e+05	2.02662862212682e-09,-4.48590153868337e-09
1.84320000000000e+05	3.89464351060588e-09,-1.48294370170982e-09
1.84330000000000e+05	5.13398868205006e-08,-1.14310009304734e-08
1.84340000000000e+05	-4.48879479080579e-08,1.11232956030490e-08
1.84350000000000e+05	-2.57430538122555e-08,7.28594623295394e-09
1.84360000000000e+05	1.53787848772716e-09,-4.13226782108917e-08
1.84370000000000e+05	-1.93106330934934e-08,6.98291563535395e-09
1.84380000000000e+05	-2.02921154393351e-08,8.83483991436779e-09
1.84390000000000e+05	-7.65272308962537e-09,-1.26490995940352e-09
1.84400000000000e+05	-1.33768549365742e-08,3.19053107276179e-09
1.84410000000000e+05	-1.83685506849313e-08,-3.98776320031482e-11
1.84420000000000e+05	-8.29449959654131e-09,8.29502113467944e-09
1.84430000000000e+05	-9.85825596478057e-09,6.86897073792612e-09
1.84440000000000e+05	-9.32978453441935e-09,4.32935628868384e-09
1.84450000000000e+05	-9.77502391060946e-09,6.32315813562258e-09
1.84460000000000e+05	-9.55488508032161e-09,5.75173775573240e-09
1.84470000000000e+05	-9.09907596191695e-09,8.34575843992888e-09
1.84480000000000e+05	-8.91245058019511e-09,6.99467359405085e-09
1.84490000000000e+05	-8.73318493751312e-09,6.73180352786531e-09
1.84500000000000e+05	-8.28714968075271e-09,6.70603271440338e-09
1.84510000000000e+05	-8.07009361808302e-09,6.61305839932496e-09
1.84520000000000e+05	-7.10671465872228e-09,5.54052182204663e-09
1.84530000000000e+05	-7.64400341113846e-09,6.51890783689851e-09
1.84540000000000e+05	-7.55333461552419e-09,6.60031935456704e-09
1.84550000000000e+05	-6.70194237273296e-09,5.79114934557173e-09
1.84560000000000e+05	-6.85929914990656e-09,6.08531693404350e-09
1.84570000000000e+05	-7.03905016032162e-09,5.94149569665144e-09
1.84580000000000e+05	-6.16337556766969e-09,6.19479591365692e-09
1.84590000000000e+05	-6.10661036498150e-09,6.09647468400448e-09
1.84600000000000e+05	-6.06077621807038e-09,6.36497648879721e-09
1.84610000000000e+05	-5.75791363409132e-09,5.97390152282965e-09
1.84620000000000e+05	-5.55316840698392e-09,5.89293204848840e-09
1.84630000000000e+05	-5.43459001917332e-09,5.93779304105350e-09
1.84640000000000e+05	-5.20892223483526e-09,5.79526980438348e-09
1.84650000000000e+05	-5.10369358895409e-09,5.55244911559071e-09
1.84660000000000e+05	-4.67484937305974e-09,5.79616216800094e-09
1.84670000000000e+05	-4.50351888216732e-09,5.63717076973759e-09
1.84680000000000e+05	-4.11625777116515e-09,5.30465832890711e-09
1.84690000000000e+05	-4.08676355981682e-09,5.39082068423494e-09
1.84700000000000e+05	-3.86588584054901e-09,5.26348727285947e-09
1.84710000000000e+05	-3.70439747553131e-09,5.05351916995317e-09
1.84720000000000e+05	-3.45488300903051e-09,4.92440233972758e-09
1.84730000000000e+05	-3.04807668987999e-09,4.85162353019493e-09
1.84740000000000e+05	-3.31491799658809e-09,4.41059285362498e-09
1.84750000000000e+05	-3.06889406012330e-09,4.22734327895003e-09
1.84760000000000e+05	-2.71671463006774e-09,3.74247891789203e-09
1.84770000000000e+05	-2.77187197464347e-09,3.71254401592442e-09
1.84780000000000e+05	-2.66052671128761e-09,3.35189783748474e-09
1.84790000000000e+05	-2.57947283231697e-09,3.48193065922032e-09
1.84800000000000e+05	-2.49357449631754e-09,2.91296112037381e-09
1.84810000000000e+05	-2.25398757823627e-09,2.08283901846710e-09
1.84820000000000e+05	-2.69369796227506e-09,2.79799897700555e-09
1.84830000000000e+05	-2.64727684876265e-09,2.28882988095519e-09
1.84840000000000e+05	-2.06981389993188e-09,2.65389128186257e-09
1.84850000000000e+05	-2.83527679074714e-09,1.60397354973685e-09
1.84860000000000e+05	-3.16746010497834e-09,1.28902932920988e-09
1.84870000000000e+05	-2.24413585677644e-09,8.84117172588457e-10
1.84880000000000e+05	-3.06458555415604e-09,5.18188914075122e-10
1.84890000000000e+05	-4.38698752469152e-09,-4.80152303578886e-10
1.84900000000000e+05	-2.29702202726854e-09,5.98416757319372e-10
1.84910000000000e+05	-2.85613661962776e-09,-5.00462952683814e-11
1.84920000000000e+05	3.20491748529972e-09,-3.32141433788100e-09
1.84930000000000e+05	-2.87984978646799e-09,-1.50593109850154e-09
1.84940000000000e+05	-1.81490942793842e-09,-4.49512136276911e-09
1.84950000000000e+05	-6.47360034096752e-09,9.32640437780594e-09
1.84960000000000e+05	-1.95909831173757e-09,1.91047340349903e-09
1.84970000000000e+05	1.61768879225995e-08,-1.63284078891777e-09
1.84980000000000e+05	-2.21096930051500e-08,3.08129111706942e-09
1.84990000000000e+05	-1.62141814151275e-08,1.92614667349129e-09
1.85000000000000e+05	-2.65732764168693e-08,3.25232388662953e-07
1.85010000000000e+05	-2.18164629161736e-08,1.65727921568700e-09
1.85020000000000e+05	-4.35513818421755e-08,1.88500969512581e-09
1.85030000000000e+05	6.72908764108879e-08,1.83312978315858e-09
1.85040000000000e+05	1.23774680777038e-08,3.03346522850884e-09
1.85050000000000e+05	6.60592993808320e-09,9.81469395609027e-09
1.85060000000000e+05	-7.15020328263579e-10,-3.48804961018438e-09
1.85070000000000e+05	-1.54554253332352e-09,-7.26618911144606e-10
1.85080000000000e+05	9.56759037633197e-10,-5.12379152355024e-10
1.85090000000000e+05	-2.73333460769002e-09,2.89872347058209e-10
1.85100000000000e+05	-2.22874243169286e-09,-7.88703159578392e-11
1.85110000000000e+05	-7.62125734262757e-09,3.74450370868103e-09
1.85120000000000e+05	-5.38441046441098e-09,2.21494930400344e-09
1.85130000000000e+05	-5.02747459359415e-09,2.02341200988663e-09
1.85140000000000e+05	-5.54438286588600e-09,2.55691081591235e-09
1.85150000000000e+05	-5.51104304899624e-09,2.66837653517035e-09
1.85160000000000e+05	-5.20289930275640e-09,4.18355735684353e-09
1.85170000000000e+05	-5.53364545269948e-09,3.06338082098243e-09
1.85180000000000e+05	-5.40880439403001e-09,3.27198043010472e-09
1.85190000000000e+05	-6.14186599911206e-09,3.59738574193702e-09
1.85200000000000e+05	-5.76471591440265e-09,3.84181592892226e-09
1.85210000000000e+05	-5.71887548686548e-09,4.54790512775234e-09
1.85220000000000e+05	-5.54811674461267e-09,3.76299060754033e-09
1.85230000000000e+05	-5.47563337614349e-09,4.16899839303378e-09
1.85240000000000e+05	-5.81095592875259e-09,4.46505619442884e-09
1.85250000000000e+05	-5.25519709903537e-09,4.62737857723365e-09
1.85260000000000e+05	-5.13651000789661e-09,4.76936651123447e-09
1.85270000000000e+05	-4.81925827069020e-09,5.28420572260835e-09
1.85280000000000e+05	-4.68983368539778e-09,5.28623415897144e-09
1.85290000000000e+05	-4.36449105845113e-09,5.27500629141862e-09
1.85300000000000e+05	-4.41316504873787e-09,5.75221549220960e-09
1.85310000000000e+05	-4.12277429323720e-09,5.82751731909997e-09
1.85320000000000e+05	-3.94708589420274e-09,5.92587278466562e-09
1.85330000000000e+05	-3.57842766057878e-09,6.04045288796523e-09
1.85340000000000e+05	-3.29473615533700e-09,6.14220059944757e-09
1.85350000000000e+05	-2.95622990531008e-09,6.11283119879215e-09
1.85360000000000e+05	-2.64991642674788e-09,6.21552876055344e-09
1.85370000000000e+05	-2.21612970278497e-09,6.37752007969288e-09
1.85380000000000e+05	-2.14997681562345e-09,6.07569440281851e-09
1.85390000000000e+05	-1.78453629547865e-09,6.09576045264855e-09
1.85400000000000e+05	-1.58716730685293e-09,6.25220570070186e-09
1.85410000000000e+05	-1.14686345815095e-09,5.97605003932472e-09
1.85420000000000e+05	-8.53272675594877e-10,5.92187405404286e-09
1.85430000000000e+05	-5.36384002422080e-10,5.48388436938589e-09
1.85440000000000e+05	-3.18076478044115e-10,5.49023984970743e-09
1.85450000000000e+05	-4.31900542946552e-10,5.50807371949562e-09
1.85460000000000e+05	6.16976677135718e-10,4.91761453948959e-09
1.85470000000000e+05	7.16354668788183e-10,4.76182841816638e-09
1.85480000000000e+05	7.99824356461379e-10,3.52789918191570e-09
1.85490000000000e+05	1.18011337719060e-09,4.24756720776325e-09
1.85500000000000e+05	1.61668840202395e-09,3.84812658944426e-09
1.85510000000000e+05	5.27721716968825e-10,4.34024155873401e-09
1.85520000000000e+05	1.38110505077482e-09,3.74132476354516e-09
1.85530000000000e+05	2.20877362957631e-09,3.72701404056826e-09
1.85540000000000e+05	1.09050442085265e-09,2.82647167140067e-09
1.85550000000000e+05	1.44439851405867e-09,2.69470862607383e-09
1.85560000000000e+05	7.82340477338922e-10,3.37747234819307e-09
1.85570000000000e+05	1.71223656469839e-09,2.42142498919417e-09
1.85580000000000e+05	1.84429376850812e-09,2.84029042520617e-09
1.85590000000000e+05	1.81308326190011e-09,-5.50151605307885e-10
1.85600000000000e+05	2.07862228812067e-09,1.18972726640121e-09
1.85610000000000e+05	2.78463206271699e-09,4.59086956717013e-09
1.85620000000000e+05	1.99434582478752e-09,-3.15175142593580e-09
1.85630000000000e+05	2.67279966381946e-09,-2.46526389730915e-09
1.85640000000000e+05	-1.43065453259850e-08,9.43070816241856e-10
1.85650000000000e+05	5.88128473606670e-09,-6.30803605700102e-09
1.85660000000000e+05	1.55041366775012e-08,-1.90957179230165e-08
1.85670000000000e+05	-3.50826140394576e-08,4.98169255081686e-08
1.85680000000000e+05	-1.14723378925447e-08,1.94008777518369e-08
1.85690000000000e+05	-1.69331761406185e-08,3.83873837740171e-08
1.85700000000000e+05	2.27160086955705e-09,-1.12737652405315e-08
1.85710000000000e+05	-6.12241299188958e-10,-2.80853531238450e-09
1.85720000000000e+05	2.91582467118480e-09,-5.37396232684353e-09
1.85730000000000e+05	-1.19739880866730e-09,-5.51784358435909e-10
1.85740000000000e+05	-1.10323913751556e-09,-5.40246720633338e-10
1.85750000000000e+05	-1.77658251427166e-09,1.05446985447053e-09
1.85760000000000e+05	-1.34872474719061e-09,4.45839844316513e-10
1.85770000000000e+05	-5.78658333034057e-10,5.05261346425474e-10
1.85780000000000e+05	-2.03437813526764e-09,3.02222657620035e-10
1.85790000000000e+05	-1.74075538761149e-09,3.58134341177664e-10
1.85800000000000e+05	-2.33350702123158e-09,3.85878837597031e-10
1.85810000000000e+05	-1.68317263901613e-09,4.91639091021203e-10
1.85820000000000e+05	-1.84556216343853e-09,8.98698245618564e-10
1.85830000000000e+05	-9.05119265967977e-10,-1.29942435588761e-09
1.85840000000000e+05	-1.38686314137265e-09,-2.61193324914266e-10
1.85850000000000e+05	-1.66578752894884e-09,-1.97733509467388e-10
1.85860000000000e+05	-1.24819140006906e-09,-8.44989736907845e-11
1.85870000000000e+05	-1.35830682881322e-09,-1.21026674236202e-10
1.85880000000000e+05	-1.52639994961536e-09,-2.78525615730105e-10
1.85890000000000e+05	-1.46867950942610e-09,-2.05457078401513e-10
1.85900000000000e+05	-1.62331901323032e-09,-2.79490712262364e-10
1.85910000000000e+05	-1.02824633219308e-09,-1.67050715383936e-10
1.85920000000000e+05	-1.38589132836792e-09,-3.09830088929794e-10
1.85930000000000e+05	-1.55231325967871e-09,-5.86275831430188e-10
1.85940000000000e+05	-1.42576394953427e-09,-1.20166731740886e-10
1.85950000000000e+05	-1.50404522172315e-09,-2.25159949729388e-10
1.85960000000000e+05	-1.80071107178788e-09,-5.16082112109438e-10
1.85970000000000e+05	-1.59344782890370e-09,-2.40198102107758e-10
1.85980000000000e+05	-1.66982424601300e-09,-2.03646906650839e-10
1.85990000000000e+05	-1.37327892731465e-09,-2.77107323510120e-10
1.86000000000000e+05	-1.52063153581310e-09,-1.76165860644605e-10
1.86010000000000e+05	-1.59642304811090e-09,8.04773786381036e-12
1.86020000000000e+05	-1.37527747880501e-09,-2.42031186035150e-10
1.86030000000000e+05	-1.34011260400759e-09,-1.52241381050934e-10
1.86040000000000e+05	-1.22711509643712e-09,-1.15759354744626e-10
1.86050000000000e+05	-1.14494218929548e-09,-1.09341997296761e-10
1.86060000000000e+05	-1.03922737794850e-09,-1.85691404468227e-10
1.86070000000000e+05	-6.50238178465460e-10,2.25377766748807e-10
1.86080000000000e+05	-5.57118677801350e-10,-4.50950799950173e-11
1.86090000000000e+05	-3.53805244116495e-10,-3.31403562111672e-10
1.86100000000000e+05	-1.00212640752455e-10,-3.91789857200130e-11
1.86110000000000e+05	1.59601412443852e-10,-2.56731923685580e-10
