time	V(a)	V(b)	V(vc)	V(vr)	V(vs)
5.140556378743050e-03	5.865183e+00	4.264962e+00	5.867197e+00	1.021036e-01	1.454724e+01
5.140556461034326e-03	5.865183e+00	4.264962e+00	5.867197e+00	1.021036e-01	1.454821e+01
5.140556625616879e-03	5.865183e+00	4.264962e+00	5.867197e+00	1.021036e-01	1.455013e+01
5.140556954781984e-03	5.865183e+00	4.264962e+00	5.867197e+00	1.021036e-01	1.455394e+01
5.140557613112195e-03	5.865183e+00	4.264962e+00	5.867197e+00	1.021036e-01	1.456140e+01
5.140558929772617e-03	5.865183e+00	4.264962e+00	5.867197e+00	1.021036e-01	1.457573e+01
5.140561563093461e-03	5.865183e+00	4.264962e+00	5.867198e+00	1.021036e-01	1.460219e+01
5.140566829735149e-03	5.865183e+00	4.264962e+00	5.867199e+00	1.021036e-01	1.464759e+01
5.140577363018524e-03	5.865183e+00	4.264962e+00	5.867201e+00	1.021036e-01	1.471570e+01
5.140598429585276e-03	5.865183e+00	4.264962e+00	5.867205e+00	1.021036e-01	1.479696e+01
5.140640562718778e-03	5.865183e+00	4.264962e+00	5.867214e+00	1.021036e-01	1.486400e+01
5.140724828985782e-03	5.865183e+00	4.264962e+00	5.867230e+00	1.021036e-01	1.489613e+01
5.140795334791685e-03	5.865183e+00	4.264962e+00	5.867243e+00	1.021036e-01	1.489877e+01
5.140882498577637e-03	5.865183e+00	4.264962e+00	5.867259e+00	1.021036e-01	1.489817e+01
5.140938706163609e-03	5.865183e+00	4.264962e+00	5.867269e+00	1.021036e-01	1.489820e+01
5.140981785259730e-03	5.865183e+00	4.264962e+00	5.867276e+00	1.021036e-01	1.489820e+01
5.141032247593818e-03	5.865183e+00	4.264962e+00	5.867283e+00	1.021036e-01	1.489820e+01
5.141089469788269e-03	5.865183e+00	4.264962e+00	5.867292e+00	1.021036e-01	1.489820e+01
5.141142542395597e-03	5.865183e+00	4.264962e+00	5.867300e+00	1.021036e-01	1.489820e+01
5.141193948022292e-03	5.865183e+00	4.264962e+00	5.867307e+00	1.021036e-01	1.489820e+01
5.141249558082611e-03	5.865183e+00	4.264962e+00	5.867315e+00	1.021036e-01	1.489820e+01
5.141303070849081e-03	5.865183e+00	4.264962e+00	5.867321e+00	1.021036e-01	1.489820e+01
5.141359032867842e-03	5.865183e+00	4.264962e+00	5.867328e+00	1.021036e-01	1.489820e+01
5.141414665839695e-03	5.865183e+00	4.264962e+00	5.867335e+00	1.021036e-01	1.489820e+01
5.141474151251757e-03	5.865183e+00	4.264962e+00	5.867341e+00	1.021036e-01	1.489820e+01
5.141535518243663e-03	5.865183e+00	4.264962e+00	5.867347e+00	1.021036e-01	1.489820e+01
5.141602618969969e-03	5.865183e+00	4.264962e+00	5.867353e+00	1.021036e-01	1.489820e+01
5.141674826547466e-03	5.865183e+00	4.264962e+00	5.867360e+00	1.021036e-01	1.489820e+01
5.141768502678410e-03	5.865183e+00	4.264962e+00	5.867366e+00	1.021036e-01	1.489820e+01
5.141881190278870e-03	5.865183e+00	4.264962e+00	5.867373e+00	1.021036e-01	1.489820e+01
5.142033537906670e-03	5.865183e+00	4.264962e+00	5.867380e+00	1.021036e-01	1.489820e+01
5.142231861020733e-03	5.865183e+00	4.264962e+00	5.867384e+00	1.021036e-01	1.489820e+01
5.142528672498766e-03	5.865183e+00	4.264962e+00	5.867380e+00	1.021036e-01	1.489820e+01
5.142961382077540e-03	5.865183e+00	4.264962e+00	5.867352e+00	1.021036e-01	1.489820e+01
5.143632897947051e-03	5.865183e+00	4.264962e+00	5.867260e+00	1.021036e-01	1.489820e+01
5.144535250648619e-03	5.865183e+00	4.264962e+00	5.867036e+00	1.021036e-01	1.489820e+01
5.145860014098280e-03	5.865183e+00	4.264962e+00	5.866500e+00	1.021036e-01	1.489820e+01
5.147725976914288e-03	5.865182e+00	4.264962e+00	5.865489e+00	1.021036e-01	1.489820e+01
5.147810182481814e-03	5.865182e+00	4.264962e+00	5.865434e+00	1.021036e-01	1.489820e+01
5.147978593616868e-03	5.865182e+00	4.264962e+00	5.865312e+00	1.021036e-01	1.489820e+01
5.148253261450190e-03	5.865182e+00	4.264962e+00	5.865105e+00	1.021036e-01	1.489820e+01
5.148558205232290e-03	5.865182e+00	4.264962e+00	5.864868e+00	1.021036e-01	1.489820e+01
5.148598022110959e-03	5.865182e+00	4.264962e+00	5.864836e+00	1.021036e-01	1.489820e+01
5.148598824328642e-03	5.865182e+00	4.264962e+00	5.864836e+00	1.021036e-01	1.489820e+01
5.148600428764008e-03	5.865182e+00	4.264962e+00	5.864834e+00	1.021036e-01	1.489818e+01
5.148602275095710e-03	5.865182e+00	4.264962e+00	5.864833e+00	1.021036e-01	1.489806e+01
5.148604256998298e-03	5.865182e+00	4.264962e+00	5.864831e+00	1.021036e-01	1.489769e+01
5.148607246895042e-03	5.865182e+00	4.264962e+00	5.864829e+00	1.021036e-01	1.489662e+01
5.148610190098254e-03	5.865182e+00	4.264962e+00	5.864827e+00	1.021036e-01	1.489492e+01
5.148616076504679e-03	5.865182e+00	4.264962e+00	5.864822e+00	1.021036e-01	1.488962e+01
5.148627849317530e-03	5.865182e+00	4.264962e+00	5.864812e+00	1.021036e-01	1.487373e+01
5.148651394943231e-03	5.865182e+00	4.264962e+00	5.864793e+00	1.021036e-01	1.482865e+01
5.148698486194632e-03	5.865182e+00	4.264962e+00	5.864755e+00	1.021036e-01	1.471085e+01
5.148792668697433e-03	5.865182e+00	4.264962e+00	5.864677e+00	1.021036e-01	1.441735e+01
5.148981033703038e-03	5.865182e+00	4.264962e+00	5.864517e+00	1.021036e-01	1.365794e+01
5.149357763714247e-03	5.865182e+00	4.264962e+00	5.864184e+00	1.021036e-01	1.146383e+01
5.150111223736664e-03	5.865182e+00	4.264962e+00	5.863490e+00	1.021036e-01	5.775826e+00
5.150134769362365e-03	5.865182e+00	4.264962e+00	5.863467e+00	1.021036e-01	5.560372e+00
5.150276043116568e-03	5.865182e+00	4.264962e+00	5.863328e+00	1.021036e-01	4.070592e+00
5.150373918269997e-03	5.865182e+00	4.264962e+00	5.863232e+00	1.021036e-01	2.989449e+00
5.150403967007106e-03	5.865182e+00	4.264962e+00	5.863202e+00	1.021036e-01	2.645595e+00
5.150417764029314e-03	5.865182e+00	4.264962e+00	5.863188e+00	1.021036e-01	2.486159e+00
5.150425927483308e-03	5.865182e+00	4.264962e+00	5.863180e+00	1.021036e-01	2.391208e+00
5.150429519178119e-03	5.865182e+00	4.264962e+00	5.863176e+00	1.021036e-01	2.349291e+00
5.150432815240619e-03	5.865182e+00	4.264962e+00	5.863173e+00	1.021036e-01	2.310742e+00
5.150436197217137e-03	5.865182e+00	4.264962e+00	5.863169e+00	1.021036e-01	2.271110e+00
5.150442961170175e-03	5.865182e+00	4.264962e+00	5.863163e+00	1.021036e-01	2.191640e+00
5.150451952302787e-03	5.865182e+00	4.264962e+00	5.863153e+00	1.021036e-01	2.085573e+00
5.150467957436852e-03	5.865182e+00	4.264962e+00	5.863137e+00	1.021036e-01	1.895379e+00
5.150499967704981e-03	5.865182e+00	4.264962e+00	5.863105e+00	1.021036e-01	1.509738e+00
5.150563988241240e-03	5.865182e+00	4.264962e+00	5.863040e+00	1.021036e-01	7.266924e-01
5.150588975694551e-03	5.865182e+00	4.264962e+00	5.863015e+00	1.021036e-01	4.313226e-01
5.150604003568995e-03	5.865182e+00	4.264962e+00	5.862999e+00	1.021036e-01	2.990977e-01
5.150615871921740e-03	5.865182e+00	4.264962e+00	5.862988e+00	1.021036e-01	2.527737e-01
5.150621319669090e-03	5.865182e+00	4.264962e+00	5.862982e+00	1.021036e-01	2.478062e-01
5.150626122082693e-03	5.865182e+00	4.264962e+00	5.862977e+00	1.021036e-01	2.459423e-01
5.150631173408680e-03	5.865182e+00	4.264962e+00	5.862972e+00	1.021036e-01	2.436069e-01
5.150637675444282e-03	5.865182e+00	4.264962e+00	5.862965e+00	1.021036e-01	2.410111e-01
5.150650679515485e-03	5.865182e+00	4.264962e+00	5.862952e+00	1.021036e-01	2.366131e-01
5.150672326452128e-03	5.865182e+00	4.264962e+00	5.862930e+00	1.021036e-01	2.308377e-01
5.150715620325413e-03	5.865182e+00	4.264962e+00	5.862885e+00	1.021036e-01	2.226200e-01
5.150802208071982e-03	5.865182e+00	4.264962e+00	5.862795e+00	1.021036e-01	2.118025e-01
5.150924195469193e-03	5.865182e+00	4.264962e+00	5.862668e+00	1.021036e-01	2.022485e-01
5.151102499445872e-03	5.865182e+00	4.264962e+00	5.862478e+00	1.021036e-01	1.939106e-01
5.151408422832735e-03	5.865182e+00	4.264962e+00	5.862145e+00	1.021036e-01	1.856227e-01
5.151992403244354e-03	5.865181e+00	4.264962e+00	5.861484e+00	1.021036e-01	1.765428e-01
5.152938320861611e-03	5.865181e+00	4.264962e+00	5.860352e+00	1.021036e-01	1.675479e-01
5.154393534527860e-03	5.865181e+00	4.264962e+00	5.858474e+00	1.021036e-01	1.583075e-01
5.157020442689669e-03	5.865180e+00	4.264962e+00	5.854793e+00	1.021036e-01	1.466070e-01
5.160687650795069e-03	5.865179e+00	4.264962e+00	5.849287e+00	1.021036e-01	1.351542e-01
5.164677603808386e-03	5.865178e+00	4.264962e+00	5.843051e+00	1.021036e-01	1.263906e-01
5.167488615058211e-03	5.865177e+00	4.264962e+00	5.838596e+00	1.021036e-01	1.218992e-01
5.170337828312349e-03	5.865176e+00	4.264962e+00	5.834071e+00	1.021036e-01	1.184371e-01
5.173365120628233e-03	5.865175e+00	4.264962e+00	5.829261e+00	1.021036e-01	1.154947e-01
5.176340622945834e-03	5.865174e+00	4.264962e+00	5.824534e+00	1.021036e-01	1.131926e-01
5.180474321436920e-03	5.865173e+00	4.264962e+00	5.817968e+00	1.021036e-01	1.106922e-01
5.185025297846338e-03	5.865173e+00	4.264962e+00	5.810739e+00	1.021036e-01	1.086804e-01
5.194127250665174e-03	5.865172e+00	4.264962e+00	5.796282e+00	1.021036e-01	1.060198e-01
5.203892875665174e-03	5.865171e+00	4.264962e+00	5.780772e+00	1.021036e-01	1.042607e-01
5.213658500665174e-03	5.865170e+00	4.264962e+00	5.765264e+00	1.021036e-01	1.032860e-01
5.223424125665174e-03	5.865170e+00	4.264962e+00	5.749756e+00	1.021036e-01	1.027523e-01
5.233189750665173e-03	5.865170e+00	4.264962e+00	5.734248e+00	1.021036e-01	1.024596e-01
5.242955375665173e-03	5.865170e+00	4.264962e+00	5.718741e+00	1.021036e-01	1.022990e-01
5.252721000665173e-03	5.865170e+00	4.264962e+00	5.703234e+00	1.021036e-01	1.022109e-01
5.262486625665173e-03	5.865170e+00	4.264962e+00	5.687728e+00	1.021036e-01	1.021625e-01
5.272252250665172e-03	5.865170e+00	4.264962e+00	5.672222e+00	1.021036e-01	1.021359e-01
5.282017875665172e-03	5.865170e+00	4.264962e+00	5.656715e+00	1.021036e-01	1.021213e-01
5.291783500665172e-03	5.865170e+00	4.264962e+00	5.641209e+00	1.021036e-01	1.021133e-01
5.301549125665172e-03	5.865170e+00	4.264962e+00	5.625703e+00	1.021036e-01	1.021089e-01
5.311314750665172e-03	5.865170e+00	4.264962e+00	5.610197e+00	1.021036e-01	1.021065e-01
5.321080375665171e-03	5.865170e+00	4.264962e+00	5.594691e+00	1.021036e-01	1.021052e-01
5.330846000665171e-03	5.865170e+00	4.264962e+00	5.579185e+00	1.021036e-01	1.021044e-01
5.340611625665171e-03	5.865170e+00	4.264962e+00	5.563680e+00	1.021036e-01	1.021041e-01
5.350377250665171e-03	5.865170e+00	4.264962e+00	5.548174e+00	1.021036e-01	1.021038e-01
5.360142875665171e-03	5.865170e+00	4.264962e+00	5.532668e+00	1.021036e-01	1.021037e-01
5.369908500665170e-03	5.865170e+00	4.264962e+00	5.517162e+00	1.021036e-01	1.021037e-01
5.379674125665170e-03	5.865170e+00	4.264962e+00	5.501657e+00	1.021036e-01	1.021036e-01
5.389439750665170e-03	5.865170e+00	4.264962e+00	5.486151e+00	1.021036e-01	1.021036e-01
5.390660453790170e-03	5.865170e+00	4.264962e+00	5.484213e+00	1.021036e-01	1.021036e-01
5.393101860040170e-03	5.865170e+00	4.264962e+00	5.480336e+00	1.021036e-01	1.021036e-01
5.415320450351955e-03	5.865170e+00	4.264962e+00	5.445058e+00	1.021036e-01	1.021036e-01
5.433456611066240e-03	5.865170e+00	4.264962e+00	5.416262e+00	1.021036e-01	1.021036e-01
5.451592771780526e-03	5.865170e+00	4.264962e+00	5.387466e+00	1.021036e-01	1.021036e-01
5.469728932494811e-03	5.865170e+00	4.264962e+00	5.358671e+00	1.021036e-01	1.021036e-01
5.487865093209096e-03	5.865170e+00	4.264962e+00	5.329875e+00	1.021036e-01	1.021036e-01
5.506001253923381e-03	5.865170e+00	4.264962e+00	5.301079e+00	1.021036e-01	1.021036e-01
5.524137414637667e-03	5.865170e+00	4.264962e+00	5.272283e+00	1.021036e-01	1.021036e-01
5.542273575351952e-03	5.865170e+00	4.264962e+00	5.243488e+00	1.021036e-01	1.021036e-01
5.599472236066236e-03	5.865170e+00	4.264962e+00	5.152672e+00	1.021035e-01	1.021036e-01
5.656670896780521e-03	5.865170e+00	4.264962e+00	5.061858e+00	1.021035e-01	1.021036e-01
5.713869557494805e-03	5.865170e+00	4.264962e+00	4.971044e+00	1.021035e-01	1.021036e-01
5.771068218209090e-03	5.865170e+00	4.264962e+00	4.880232e+00	1.021036e-01	1.021036e-01
5.828266878923375e-03	5.865170e+00	4.264962e+00	4.789421e+00	1.021036e-01	1.021036e-01
5.885465539637660e-03	5.865170e+00	4.264962e+00	4.698611e+00	1.021036e-01	1.021036e-01
5.942664200351944e-03	5.865170e+00	4.264962e+00	4.607802e+00	1.021037e-01	1.021036e-01
5.962195450351943e-03	5.865170e+00	4.264962e+00	4.576795e+00	1.020534e-01	1.021036e-01
5.981726700351943e-03	5.865170e+00	4.264962e+00	4.545787e+00	1.020393e-01	1.021036e-01
6.001257950351942e-03	5.865170e+00	4.264962e+00	4.514780e+00	1.020612e-01	1.021036e-01
6.020789200351942e-03	5.865170e+00	4.264962e+00	4.483773e+00	1.021193e-01	1.021036e-01
6.040320450351942e-03	5.865170e+00	4.264962e+00	4.452766e+00	1.022134e-01	1.021036e-01
6.059851700351941e-03	5.865170e+00	4.264962e+00	4.421759e+00	1.023436e-01	1.021036e-01
6.079382950351941e-03	5.865170e+00	4.264962e+00	4.390752e+00	1.025098e-01	1.021036e-01
6.098914200351940e-03	5.865170e+00	4.264962e+00	4.359746e+00	1.034523e-01	1.021036e-01
6.108679825351940e-03	5.865170e+00	4.264961e+00	4.344243e+00	1.045640e-01	1.021036e-01
6.118445450351940e-03	5.865170e+00	4.264960e+00	4.328739e+00	1.066042e-01	1.021036e-01
6.128211075351940e-03	5.865170e+00	4.264959e+00	4.313236e+00	1.104049e-01	1.021036e-01
6.137976700351939e-03	5.865170e+00	4.264956e+00	4.297734e+00	1.178643e-01	1.021036e-01
6.147742325351939e-03	5.865170e+00	4.264954e+00	4.282231e+00	1.384293e-01	1.021036e-01
6.157507950351939e-03	5.865170e+00	4.264950e+00	4.266729e+00	1.785658e-01	1.021036e-01
6.157562264956762e-03	5.865170e+00	4.264950e+00	4.266643e+00	1.793573e-01	1.021036e-01
6.157779523376056e-03	5.865170e+00	4.264950e+00	4.266298e+00	1.833809e-01	1.021036e-01
6.158069201268447e-03	5.865170e+00	4.264950e+00	4.265838e+00	1.907741e-01	1.021036e-01
6.158648557053228e-03	5.865170e+00	4.264950e+00	4.264918e+00	2.099587e-01	1.021036e-01
6.158664995801419e-03	5.865170e+00	4.264950e+00	4.264893e+00	2.107123e-01	1.021036e-01
6.158697873297800e-03	5.865170e+00	4.264950e+00	4.264840e+00	2.126486e-01	1.021036e-01
6.158763628290561e-03	5.865170e+00	4.264950e+00	4.264736e+00	2.172561e-01	1.021036e-01
6.158895138276085e-03	5.865170e+00	4.264950e+00	4.264527e+00	2.299087e-01	1.021036e-01
6.159013636183274e-03	5.865170e+00	4.264950e+00	4.264339e+00	2.505860e-01	1.021036e-01
6.159107416680887e-03	5.865170e+00	4.264950e+00	4.264190e+00	2.943206e-01	1.021036e-01
6.159159182050911e-03	5.865170e+00	4.264950e+00	4.264108e+00	3.563266e-01	1.021036e-01
6.159176095572442e-03	5.865170e+00	4.264950e+00	4.264081e+00	3.983525e-01	1.021036e-01
6.159189158291037e-03	5.865170e+00	4.264950e+00	4.264060e+00	4.474015e-01	1.021036e-01
6.159203864449648e-03	5.865170e+00	4.264950e+00	4.264037e+00	5.141176e-01	1.021036e-01
6.159217473237502e-03	5.865170e+00	4.264950e+00	4.264015e+00	5.839794e-01	1.021036e-01
6.159243420562499e-03	5.865170e+00	4.264950e+00	4.263974e+00	7.323549e-01	1.021036e-01
6.159295315212493e-03	5.865170e+00	4.264950e+00	4.263892e+00	1.062988e+00	1.021036e-01
6.159397716296214e-03	5.865170e+00	4.264950e+00	4.263729e+00	1.768824e+00	1.021036e-01
6.159435634645717e-03	5.865170e+00	4.264950e+00	4.263669e+00	2.062234e+00	1.021036e-01
6.159478969902293e-03	5.865170e+00	4.264950e+00	4.263600e+00	2.413133e+00	1.021036e-01
6.159554024115738e-03	5.865170e+00	4.264949e+00	4.263481e+00	3.058429e+00	1.021036e-01
6.159588673381142e-03	5.865170e+00	4.264949e+00	4.263426e+00	3.372459e+00	1.021036e-01
6.159604100233381e-03	5.865170e+00	4.264949e+00	4.263402e+00	3.515608e+00	1.021036e-01
6.159610730557592e-03	5.865170e+00	4.264949e+00	4.263391e+00	3.578079e+00	1.021036e-01
6.159616312150707e-03	5.865170e+00	4.264949e+00	4.263382e+00	3.631095e+00	1.021036e-01
6.159621819321292e-03	5.865170e+00	4.264949e+00	4.263373e+00	3.683768e+00	1.021036e-01
6.159632833662462e-03	5.865170e+00	4.264949e+00	4.263356e+00	3.790155e+00	1.021036e-01
6.159651905348684e-03	5.865170e+00	4.264949e+00	4.263326e+00	3.975951e+00	1.021036e-01
6.159652480201385e-03	5.865170e+00	4.264949e+00	4.263325e+00	3.981593e+00	1.021036e-01
6.159653377865647e-03	5.865170e+00	4.264949e+00	4.263323e+00	3.990447e+00	1.021036e-01
6.159653666774255e-03	5.865170e+00	4.264949e+00	4.263323e+00	3.993297e+00	1.021036e-01
6.159653933227221e-03	5.865170e+00	4.264949e+00	4.263322e+00	3.995927e+00	1.021036e-01
6.159654052352126e-03	5.865170e+00	4.264949e+00	4.263322e+00	3.997103e+00	1.021036e-01
6.159654110182112e-03	5.865170e+00	4.264949e+00	4.263322e+00	3.997674e+00	1.021036e-01
6.159654147853110e-03	5.865170e+00	4.264949e+00	4.263322e+00	3.998046e+00	1.021036e-01
6.159654183808361e-03	5.865170e+00	4.264949e+00	4.263322e+00	3.998401e+00	1.021036e-01
6.159654221433822e-03	5.865170e+00	4.264949e+00	4.263322e+00	3.998773e+00	1.021036e-01
6.159654279578703e-03	5.865170e+00	4.264949e+00	4.263322e+00	3.999347e+00	1.021036e-01
6.159654395868464e-03	5.865170e+00	4.264949e+00	4.263322e+00	4.000495e+00	1.021036e-01
6.159654628447985e-03	5.865170e+00	4.264949e+00	4.263321e+00	4.002793e+00	1.021036e-01
6.159656023925113e-03	5.865170e+00	4.264949e+00	4.263319e+00	4.016587e+00	1.021036e-01
6.159656420139655e-03	5.865170e+00	4.264949e+00	4.263319e+00	4.020506e+00	1.021036e-01
6.159656639950348e-03	5.865170e+00	4.264949e+00	4.263318e+00	4.022681e+00	1.021036e-01
6.159656746760052e-03	5.865170e+00	4.264949e+00	4.263318e+00	4.023738e+00	1.021036e-01
6.159656849845130e-03	5.865170e+00	4.264949e+00	4.263318e+00	4.024759e+00	1.021036e-01
6.159656927062056e-03	5.865170e+00	4.264949e+00	4.263318e+00	4.025523e+00	1.021036e-01
6.159657009428925e-03	5.865170e+00	4.264949e+00	4.263318e+00	4.026339e+00	1.021036e-01
6.159657085181733e-03	5.865170e+00	4.264949e+00	4.263318e+00	4.027089e+00	1.021036e-01
6.159657167751418e-03	5.865170e+00	4.264949e+00	4.263318e+00	4.027906e+00	1.021036e-01
6.159657258671849e-03	5.865170e+00	4.264949e+00	4.263317e+00	4.028806e+00	1.021036e-01
6.159657369711803e-03	5.865170e+00	4.264949e+00	4.263317e+00	4.029906e+00	1.021036e-01
6.159657490584630e-03	5.865170e+00	4.264949e+00	4.263317e+00	4.031103e+00	1.021036e-01
6.159657611691002e-03	5.865170e+00	4.264949e+00	4.263317e+00	4.032303e+00	1.021036e-01
6.159657753963824e-03	5.865170e+00	4.264949e+00	4.263316e+00	4.033712e+00	1.021036e-01
6.159657989961889e-03	5.865170e+00	4.264949e+00	4.263315e+00	4.036050e+00	1.021036e-01
6.159658144365717e-03	5.865170e+00	4.264949e+00	4.263315e+00	4.037580e+00	1.021036e-01
6.159658242517516e-03	5.865170e+00	4.264949e+00	4.263315e+00	4.038553e+00	1.021036e-01
6.159658340773624e-03	5.865170e+00	4.264949e+00	4.263314e+00	4.039527e+00	1.021036e-01
6.159658415000801e-03	5.865170e+00	4.264949e+00	4.263314e+00	4.040263e+00	1.021036e-01
6.159658502977103e-03	5.865170e+00	4.264949e+00	4.263314e+00	4.041135e+00	1.021036e-01
6.159658602721143e-03	5.865170e+00	4.264949e+00	4.263313e+00	4.042124e+00	1.021036e-01
6.159658731424883e-03	5.865170e+00	4.264949e+00	4.263313e+00	4.043400e+00	1.021036e-01
6.159658923551997e-03	5.865170e+00	4.264949e+00	4.263312e+00	4.045306e+00	1.021036e-01
6.159659148354592e-03	5.865170e+00	4.264949e+00	4.263312e+00	4.047536e+00	1.021036e-01
6.159659541834958e-03	5.865170e+00	4.264949e+00	4.263310e+00	4.051440e+00	1.021036e-01
6.159659948944606e-03	5.865170e+00	4.264949e+00	4.263309e+00	4.055481e+00	1.021036e-01
6.159660611419972e-03	5.865170e+00	4.264949e+00	4.263307e+00	4.062061e+00	1.021036e-01
6.159661315426839e-03	5.865170e+00	4.264949e+00	4.263305e+00	4.069058e+00	1.021036e-01
6.159662415279969e-03	5.865170e+00	4.264949e+00	4.263302e+00	4.080000e+00	1.021036e-01
6.159663591007614e-03	5.865170e+00	4.264949e+00	4.263299e+00	4.091712e+00	1.021036e-01
6.159665228971808e-03	5.865170e+00	4.264949e+00	4.263295e+00	4.108052e+00	1.021036e-01
6.159667028336595e-03	5.865170e+00	4.264949e+00	4.263291e+00	4.126037e+00	1.021036e-01
6.159669358117515e-03	5.865170e+00	4.264949e+00	4.263287e+00	4.149373e+00	1.021036e-01
6.159671567675194e-03	5.865170e+00	4.264949e+00	4.263282e+00	4.171563e+00	1.021036e-01
6.159674692737361e-03	5.865170e+00	4.264949e+00	4.263277e+00	4.203036e+00	1.021036e-01
6.159677565958682e-03	5.865170e+00	4.264949e+00	4.263273e+00	4.232071e+00	1.021036e-01
6.159681947074843e-03	5.865170e+00	4.264949e+00	4.263267e+00	4.276511e+00	1.021036e-01
6.159686036555498e-03	5.865170e+00	4.264949e+00	4.263262e+00	4.318183e+00	1.021036e-01
6.159693218831292e-03	5.865170e+00	4.264949e+00	4.263255e+00	4.391758e+00	1.021036e-01
6.159700149355026e-03	5.865170e+00	4.264949e+00	4.263248e+00	4.463123e+00	1.021036e-01
6.159705868390800e-03	5.865170e+00	4.264949e+00	4.263243e+00	4.522315e+00	1.021036e-01
6.159711478612657e-03	5.865170e+00	4.264949e+00	4.263239e+00	4.580609e+00	1.021036e-01
6.159714378184533e-03	5.865170e+00	4.264949e+00	4.263237e+00	4.610820e+00	1.021036e-01
6.159716004935272e-03	5.865170e+00	4.264949e+00	4.263237e+00	4.627800e+00	1.021036e-01
6.159716819927033e-03	5.865170e+00	4.264949e+00	4.263236e+00	4.636314e+00	1.021036e-01
6.159717611077458e-03	5.865170e+00	4.264949e+00	4.263236e+00	4.644585e+00	1.021036e-01
6.159718147028147e-03	5.865170e+00	4.264949e+00	4.263235e+00	4.650190e+00	1.021036e-01
6.159718582725149e-03	5.865170e+00	4.264949e+00	4.263235e+00	4.654747e+00	1.021036e-01
6.159718886295723e-03	5.865170e+00	4.264949e+00	4.263235e+00	4.657924e+00	1.021036e-01
6.159719099906149e-03	5.865170e+00	4.264949e+00	4.263235e+00	4.660160e+00	1.021036e-01
6.159719256784316e-03	5.865170e+00	4.264949e+00	4.263234e+00	4.661801e+00	1.021036e-01
6.159719403973391e-03	5.865170e+00	4.264949e+00	4.263234e+00	4.663342e+00	1.021036e-01
6.159719546532235e-03	5.865170e+00	4.264949e+00	4.263234e+00	4.664834e+00	1.021036e-01
6.159719756015273e-03	5.865170e+00	4.264949e+00	4.263234e+00	4.667027e+00	1.021036e-01
6.159720174981349e-03	5.865170e+00	4.264949e+00	4.263234e+00	4.671415e+00	1.021036e-01
6.159720927330191e-03	5.865170e+00	4.264949e+00	4.263233e+00	4.679296e+00	1.021036e-01
6.159722432027872e-03	5.865170e+00	4.264949e+00	4.263232e+00	4.695072e+00	1.021036e-01
6.159725314094640e-03	5.865170e+00	4.264949e+00	4.263230e+00	4.725321e+00	1.021036e-01
6.159728119965383e-03	5.865170e+00	4.264949e+00	4.263227e+00	4.754816e+00	1.021036e-01
6.159732226020148e-03	5.865170e+00	4.264949e+00	4.263224e+00	4.798060e+00	1.021036e-01
6.159737024927883e-03	5.865170e+00	4.264949e+00	4.263219e+00	4.848724e+00	1.021036e-01
6.159743994733915e-03	5.865170e+00	4.264949e+00	4.263215e+00	4.922519e+00	1.021036e-01
6.159751144592223e-03	5.865170e+00	4.264949e+00	4.263212e+00	4.998432e+00	1.021036e-01
6.159755831753901e-03	5.865170e+00	4.264949e+00	4.263211e+00	5.048326e+00	1.021036e-01
6.159761527376479e-03	5.865170e+00	4.264949e+00	4.263211e+00	5.109081e+00	1.021036e-01
6.159767211151029e-03	5.865170e+00	4.264949e+00	4.263211e+00	5.169803e+00	1.021036e-01
6.159773129862979e-03	5.865170e+00	4.264949e+00	4.263212e+00	5.233117e+00	1.021036e-01
6.159778944714553e-03	5.865170e+00	4.264949e+00	4.263212e+00	5.295386e+00	1.021036e-01
6.159790574417699e-03	5.865170e+00	4.264949e+00	4.263213e+00	5.420028e+00	1.021036e-01
6.159803175849055e-03	5.865170e+00	4.264949e+00	4.263214e+00	5.555141e+00	1.021036e-01
6.159821109602504e-03	5.865170e+00	4.264949e+00	4.263215e+00	5.747415e+00	1.021036e-01
6.159839931502550e-03	5.865170e+00	4.264949e+00	4.263216e+00	5.949050e+00	1.021036e-01
6.159866715937411e-03	5.865170e+00	4.264949e+00	4.263218e+00	6.235557e+00	1.021036e-01
6.159898033047039e-03	5.865170e+00	4.264949e+00	4.263220e+00	6.569786e+00	1.021036e-01
6.159940848233686e-03	5.865170e+00	4.264949e+00	4.263222e+00	7.025372e+00	1.021036e-01
6.159986384351260e-03	5.865170e+00	4.264949e+00	4.263225e+00	7.508144e+00	1.021036e-01
6.160042317179989e-03	5.865170e+00	4.264949e+00	4.263228e+00	8.098591e+00	1.021036e-01
6.160104450868923e-03	5.865170e+00	4.264949e+00	4.263231e+00	8.751148e+00	1.021036e-01
6.160185228893061e-03	5.865170e+00	4.264949e+00	4.263236e+00	9.594679e+00	1.021036e-01
6.160258771238431e-03	5.865170e+00	4.264949e+00	4.263240e+00	1.035841e+01	1.021036e-01
6.160304934927897e-03	5.865170e+00	4.264949e+00	4.263243e+00	1.083549e+01	1.021036e-01
6.160335811591010e-03	5.865170e+00	4.264949e+00	4.263244e+00	1.115342e+01	1.021036e-01
6.160356251233037e-03	5.865170e+00	4.264949e+00	4.263246e+00	1.136338e+01	1.021036e-01
6.160372312407706e-03	5.865170e+00	4.264949e+00	4.263246e+00	1.152809e+01	1.021036e-01
