time	V(a)	V(b)	V(vc)	V(vr)	V(vs)
3.132564573973854e-03	5.865183e+00	4.264962e+00	5.867328e+00	1.021036e-01	1.489820e+01
3.132619902387379e-03	5.865183e+00	4.264962e+00	5.867334e+00	1.021036e-01	1.489820e+01
3.132678885202452e-03	5.865183e+00	4.264962e+00	5.867341e+00	1.021036e-01	1.489820e+01
3.132739820616665e-03	5.865183e+00	4.264962e+00	5.867347e+00	1.021036e-01	1.489820e+01
3.132805950745043e-03	5.865183e+00	4.264962e+00	5.867353e+00	1.021036e-01	1.489820e+01
3.132877037001053e-03	5.865183e+00	4.264962e+00	5.867359e+00	1.021036e-01	1.489820e+01
3.132966721992511e-03	5.865183e+00	4.264962e+00	5.867366e+00	1.021036e-01	1.489820e+01
3.133075692760525e-03	5.865183e+00	4.264962e+00	5.867373e+00	1.021036e-01	1.489820e+01
3.133220424584168e-03	5.865183e+00	4.264962e+00	5.867380e+00	1.021036e-01	1.489820e+01
3.133409558013473e-03	5.865183e+00	4.264962e+00	5.867384e+00	1.021036e-01	1.489820e+01
3.133686447806423e-03	5.865183e+00	4.264962e+00	5.867383e+00	1.021036e-01	1.489820e+01
3.134092589138022e-03	5.865183e+00	4.264962e+00	5.867361e+00	1.021036e-01	1.489820e+01
3.134720313568734e-03	5.865183e+00	4.264962e+00	5.867283e+00	1.021036e-01	1.489820e+01
3.135581846165413e-03	5.865183e+00	4.264962e+00	5.867088e+00	1.021036e-01	1.489820e+01
3.136822034933175e-03	5.865183e+00	4.264962e+00	5.866623e+00	1.021036e-01	1.489820e+01
3.138578416761619e-03	5.865182e+00	4.264962e+00	5.865735e+00	1.021036e-01	1.489820e+01
3.138698631542116e-03	5.865182e+00	4.264962e+00	5.865661e+00	1.021036e-01	1.489820e+01
3.138939061103108e-03	5.865182e+00	4.264962e+00	5.865493e+00	1.021036e-01	1.489820e+01
3.139294344887612e-03	5.865182e+00	4.264962e+00	5.865235e+00	1.021036e-01	1.489820e+01
3.139786729110092e-03	5.865182e+00	4.264962e+00	5.864858e+00	1.021036e-01	1.489820e+01
3.139814442739337e-03	5.865182e+00	4.264962e+00	5.864836e+00	1.021036e-01	1.489820e+01
3.139814875378355e-03	5.865182e+00	4.264962e+00	5.864836e+00	1.021036e-01	1.489820e+01
3.139815740656391e-03	5.865182e+00	4.264962e+00	5.864835e+00	1.021036e-01	1.489820e+01
3.139817471212463e-03	5.865182e+00	4.264962e+00	5.864833e+00	1.021036e-01	1.489812e+01
3.139820013102730e-03	5.865182e+00	4.264962e+00	5.864831e+00	1.021036e-01	1.489777e+01
3.139822248015090e-03	5.865182e+00	4.264962e+00	5.864830e+00	1.021036e-01	1.489712e+01
3.139824627835353e-03	5.865182e+00	4.264962e+00	5.864828e+00	1.021036e-01	1.489595e+01
3.139829387475881e-03	5.865182e+00	4.264962e+00	5.864824e+00	1.021036e-01	1.489230e+01
3.139838906756935e-03	5.865182e+00	4.264962e+00	5.864816e+00	1.021036e-01	1.488111e+01
3.139857945319045e-03	5.865182e+00	4.264962e+00	5.864801e+00	1.021036e-01	1.484827e+01
3.139896022443263e-03	5.865182e+00	4.264962e+00	5.864770e+00	1.021036e-01	1.475994e+01
3.139972176691700e-03	5.865182e+00	4.264962e+00	5.864707e+00	1.021036e-01	1.453816e+01
3.140124485188574e-03	5.865182e+00	4.264962e+00	5.864579e+00	1.021036e-01	1.397642e+01
3.140429102182322e-03	5.865182e+00	4.264962e+00	5.864314e+00	1.021036e-01	1.241421e+01
3.141038336169818e-03	5.865182e+00	4.264962e+00	5.863765e+00	1.021036e-01	8.406713e+00
3.141106619476842e-03	5.865182e+00	4.264962e+00	5.863701e+00	1.021036e-01	7.856608e+00
3.141243186090890e-03	5.865182e+00	4.264962e+00	5.863570e+00	1.021036e-01	6.563535e+00
3.141516319318985e-03	5.865182e+00	4.264962e+00	5.863304e+00	1.021036e-01	3.776850e+00
3.141614573996021e-03	5.865182e+00	4.264962e+00	5.863207e+00	1.021036e-01	2.699517e+00
3.141673254272958e-03	5.865182e+00	4.264962e+00	5.863148e+00	1.021036e-01	2.020192e+00
3.141696585047580e-03	5.865182e+00	4.264962e+00	5.863125e+00	1.021036e-01	1.743640e+00
3.141720827051840e-03	5.865182e+00	4.264962e+00	5.863100e+00	1.021036e-01	1.452042e+00
3.141743463498946e-03	5.865182e+00	4.264962e+00	5.863077e+00	1.021036e-01	1.176221e+00
3.141788736393159e-03	5.865182e+00	4.264962e+00	5.863031e+00	1.021036e-01	6.180618e-01
3.141807103315783e-03	5.865182e+00	4.264962e+00	5.863013e+00	1.021036e-01	3.988000e-01
3.141818099793723e-03	5.865182e+00	4.264962e+00	5.863001e+00	1.021036e-01	2.998464e-01
3.141828387498036e-03	5.865182e+00	4.264962e+00	5.862991e+00	1.021036e-01	2.556547e-01
3.141832826239887e-03	5.865182e+00	4.264962e+00	5.862987e+00	1.021036e-01	2.501961e-01
3.141837313449775e-03	5.865182e+00	4.264962e+00	5.862982e+00	1.021036e-01	2.482109e-01
3.141841941617639e-03	5.865182e+00	4.264962e+00	5.862977e+00	1.021036e-01	2.459420e-01
3.141849575409215e-03	5.865182e+00	4.264962e+00	5.862969e+00	1.021036e-01	2.426722e-01
3.141864842992368e-03	5.865182e+00	4.264962e+00	5.862954e+00	1.021036e-01	2.373616e-01
3.141895378158672e-03	5.865182e+00	4.264962e+00	5.862923e+00	1.021036e-01	2.295387e-01
3.141956448491281e-03	5.865182e+00	4.264962e+00	5.862860e+00	1.021036e-01	2.190392e-01
3.142052540751397e-03	5.865182e+00	4.264962e+00	5.862760e+00	1.021036e-01	2.085411e-01
3.142184462931132e-03	5.865182e+00	4.264962e+00	5.862621e+00	1.021036e-01	1.997068e-01
3.142389392725435e-03	5.865182e+00	4.264962e+00	5.862402e+00	1.021036e-01	1.915211e-01
3.142749160936334e-03	5.865181e+00	4.264962e+00	5.862007e+00	1.021036e-01	1.832009e-01
3.143434501335582e-03	5.865181e+00	4.264962e+00	5.861220e+00	1.021036e-01	1.739788e-01
3.144446963114408e-03	5.865181e+00	4.264962e+00	5.859989e+00	1.021036e-01	1.653534e-01
3.146066075938606e-03	5.865180e+00	4.264962e+00	5.857856e+00	1.021036e-01	1.559692e-01
3.149153367244515e-03	5.865180e+00	4.264962e+00	5.853444e+00	1.021036e-01	1.433947e-01
3.152993041217470e-03	5.865179e+00	4.264962e+00	5.847602e+00	1.021036e-01	1.325278e-01
3.157206185844690e-03	5.865177e+00	4.264962e+00	5.840974e+00	1.021036e-01	1.241705e-01
3.159531819991633e-03	5.865176e+00	4.264962e+00	5.837284e+00	1.021036e-01	1.207802e-01
3.162573703383934e-03	5.865175e+00	4.264962e+00	5.832451e+00	1.021036e-01	1.173840e-01
3.165662824739754e-03	5.865175e+00	4.264962e+00	5.827543e+00	1.021036e-01	1.145899e-01
3.168607696334434e-03	5.865174e+00	4.264962e+00	5.822865e+00	1.021036e-01	1.124793e-01
3.173018861657888e-03	5.865173e+00	4.264962e+00	5.815858e+00	1.021036e-01	1.100291e-01
3.178056503273104e-03	5.865172e+00	4.264962e+00	5.807856e+00	1.021036e-01	1.080155e-01
3.187822128273104e-03	5.865171e+00	4.264962e+00	5.792346e+00	1.021036e-01	1.054866e-01
3.197587753273104e-03	5.865171e+00	4.264962e+00	5.776835e+00	1.021036e-01	1.039551e-01
3.207353378273104e-03	5.865170e+00	4.264962e+00	5.761327e+00	1.021036e-01	1.031188e-01
3.217119003273104e-03	5.865170e+00	4.264962e+00	5.745819e+00	1.021036e-01	1.026606e-01
3.226884628273103e-03	5.865170e+00	4.264962e+00	5.730312e+00	1.021036e-01	1.024093e-01
3.236650253273103e-03	5.865170e+00	4.264962e+00	5.714805e+00	1.021036e-01	1.022714e-01
3.246415878273103e-03	5.865170e+00	4.264962e+00	5.699298e+00	1.021036e-01	1.021957e-01
3.256181503273103e-03	5.865170e+00	4.264962e+00	5.683792e+00	1.021036e-01	1.021542e-01
3.265947128273103e-03	5.865170e+00	4.264962e+00	5.668286e+00	1.021036e-01	1.021314e-01
3.275712753273102e-03	5.865170e+00	4.264962e+00	5.652780e+00	1.021036e-01	1.021188e-01
3.285478378273102e-03	5.865170e+00	4.264962e+00	5.637273e+00	1.021036e-01	1.021119e-01
3.295244003273102e-03	5.865170e+00	4.264962e+00	5.621768e+00	1.021036e-01	1.021082e-01
3.305009628273102e-03	5.865170e+00	4.264962e+00	5.606261e+00	1.021036e-01	1.021061e-01
3.314775253273102e-03	5.865170e+00	4.264962e+00	5.590755e+00	1.021036e-01	1.021049e-01
3.324540878273101e-03	5.865170e+00	4.264962e+00	5.575250e+00	1.021036e-01	1.021043e-01
3.334306503273101e-03	5.865170e+00	4.264962e+00	5.559744e+00	1.021036e-01	1.021040e-01
3.344072128273101e-03	5.865170e+00	4.264962e+00	5.544238e+00	1.021036e-01	1.021038e-01
3.353837753273101e-03	5.865170e+00	4.264962e+00	5.528732e+00	1.021036e-01	1.021037e-01
3.363603378273101e-03	5.865170e+00	4.264962e+00	5.513227e+00	1.021036e-01	1.021036e-01
3.373369003273100e-03	5.865170e+00	4.264962e+00	5.497721e+00	1.021036e-01	1.021036e-01
3.383134628273100e-03	5.865170e+00	4.264962e+00	5.482215e+00	1.021036e-01	1.021036e-01
3.384355331398100e-03	5.865170e+00	4.264962e+00	5.480277e+00	1.021036e-01	1.021036e-01
3.386796737648100e-03	5.865170e+00	4.264962e+00	5.476400e+00	1.021036e-01	1.021036e-01
3.407230534001500e-03	5.865170e+00	4.264962e+00	5.443956e+00	1.021036e-01	1.021036e-01
3.425366694715785e-03	5.865170e+00	4.264962e+00	5.415160e+00	1.021036e-01	1.021036e-01
3.443502855430070e-03	5.865170e+00	4.264962e+00	5.386364e+00	1.021036e-01	1.021036e-01
3.461639016144356e-03	5.865170e+00	4.264962e+00	5.357569e+00	1.021036e-01	1.021036e-01
3.479775176858641e-03	5.865170e+00	4.264962e+00	5.328773e+00	1.021036e-01	1.021036e-01
3.497911337572926e-03	5.865170e+00	4.264962e+00	5.299977e+00	1.021036e-01	1.021036e-01
3.516047498287211e-03	5.865170e+00	4.264962e+00	5.271182e+00	1.021036e-01	1.021036e-01
3.534183659001497e-03	5.865170e+00	4.264962e+00	5.242386e+00	1.021036e-01	1.021036e-01
3.591382319715781e-03	5.865170e+00	4.264962e+00	5.151571e+00	1.021035e-01	1.021036e-01
3.648580980430066e-03	5.865170e+00	4.264962e+00	5.060756e+00	1.021035e-01	1.021036e-01
3.705779641144350e-03	5.865170e+00	4.264962e+00	4.969943e+00	1.021035e-01	1.021036e-01
3.762978301858635e-03	5.865170e+00	4.264962e+00	4.879131e+00	1.021036e-01	1.021036e-01
3.820176962572920e-03	5.865170e+00	4.264962e+00	4.788320e+00	1.021036e-01	1.021036e-01
3.877375623287204e-03	5.865170e+00	4.264962e+00	4.697510e+00	1.021036e-01	1.021036e-01
3.934574284001489e-03	5.865170e+00	4.264962e+00	4.606701e+00	1.021037e-01	1.021036e-01
3.954105534001488e-03	5.865170e+00	4.264962e+00	4.575693e+00	1.020513e-01	1.021036e-01
3.973636784001488e-03	5.865170e+00	4.264962e+00	4.544686e+00	1.020365e-01	1.021036e-01
3.993168034001487e-03	5.865170e+00	4.264962e+00	4.513678e+00	1.020594e-01	1.021036e-01
4.012699284001487e-03	5.865170e+00	4.264962e+00	4.482671e+00	1.021200e-01	1.021036e-01
4.032230534001487e-03	5.865170e+00	4.264962e+00	4.451664e+00	1.022182e-01	1.021036e-01
4.051761784001486e-03	5.865170e+00	4.264962e+00	4.420657e+00	1.023540e-01	1.021036e-01
4.071293034001486e-03	5.865170e+00	4.264962e+00	4.389650e+00	1.025275e-01	1.021036e-01
4.090824284001485e-03	5.865170e+00	4.264962e+00	4.358644e+00	1.035111e-01	1.021036e-01
4.100589909001485e-03	5.865170e+00	4.264961e+00	4.343141e+00	1.046716e-01	1.021036e-01
4.110355534001485e-03	5.865170e+00	4.264960e+00	4.327638e+00	1.068026e-01	1.021036e-01
4.120121159001485e-03	5.865170e+00	4.264958e+00	4.312135e+00	1.107797e-01	1.021036e-01
4.129886784001485e-03	5.865170e+00	4.264956e+00	4.296632e+00	1.186427e-01	1.021036e-01
4.139652409001484e-03	5.865170e+00	4.264954e+00	4.281129e+00	1.375722e-01	1.021036e-01
4.147794073757465e-03	5.865170e+00	4.264951e+00	4.268205e+00	1.669396e-01	1.021036e-01
4.147851294216450e-03	5.865170e+00	4.264951e+00	4.268115e+00	1.674756e-01	1.021036e-01
4.148385351833637e-03	5.865170e+00	4.264950e+00	4.267267e+00	1.740578e-01	1.021036e-01
4.148995703396137e-03	5.865170e+00	4.264950e+00	4.266298e+00	1.858262e-01	1.021036e-01
4.149840171496712e-03	5.865170e+00	4.264950e+00	4.264957e+00	2.088062e-01	1.021036e-01
4.149860939389806e-03	5.865170e+00	4.264950e+00	4.264925e+00	2.096830e-01	1.021036e-01
4.149985546748365e-03	5.865170e+00	4.264950e+00	4.264727e+00	2.180841e-01	1.021036e-01
4.150151689893110e-03	5.865170e+00	4.264950e+00	4.264463e+00	2.362383e-01	1.021036e-01
4.150272092731416e-03	5.865170e+00	4.264950e+00	4.264272e+00	2.675926e-01	1.021036e-01
4.150357035843129e-03	5.865170e+00	4.264950e+00	4.264137e+00	3.300055e-01	1.021036e-01
4.150388991015381e-03	5.865170e+00	4.264950e+00	4.264086e+00	3.977212e-01	1.021036e-01
4.150420186573756e-03	5.865170e+00	4.264950e+00	4.264037e+00	5.159208e-01	1.021036e-01
4.150432651811000e-03	5.865170e+00	4.264950e+00	4.264017e+00	5.768374e-01	1.021036e-01
4.150448462622149e-03	5.865170e+00	4.264950e+00	4.263992e+00	6.649051e-01	1.021036e-01
4.150480084244448e-03	5.865170e+00	4.264950e+00	4.263942e+00	8.563731e-01	1.021036e-01
4.150543327489045e-03	5.865170e+00	4.264950e+00	4.263841e+00	1.281776e+00	1.021036e-01
4.150673766681027e-03	5.865170e+00	4.264950e+00	4.263634e+00	2.235260e+00	1.021036e-01
4.150729104520050e-03	5.865170e+00	4.264950e+00	4.263546e+00	2.697217e+00	1.021036e-01
4.150792104305247e-03	5.865170e+00	4.264949e+00	4.263446e+00	3.255687e+00	1.021036e-01
4.150822263014212e-03	5.865170e+00	4.264949e+00	4.263399e+00	3.534723e+00	1.021036e-01
4.150835998528728e-03	5.865170e+00	4.264949e+00	4.263377e+00	3.664446e+00	1.021036e-01
4.150843424127844e-03	5.865170e+00	4.264949e+00	4.263365e+00	3.735501e+00	1.021036e-01
4.150846352579950e-03	5.865170e+00	4.264949e+00	4.263360e+00	3.763703e+00	1.021036e-01
4.150849207074589e-03	5.865170e+00	4.264949e+00	4.263356e+00	3.791298e+00	1.021036e-01
4.150851868342587e-03	5.865170e+00	4.264949e+00	4.263351e+00	3.817108e+00	1.021036e-01
4.150857071133079e-03	5.865170e+00	4.264949e+00	4.263343e+00	3.867773e+00	1.021036e-01
4.150863558221544e-03	5.865170e+00	4.264949e+00	4.263333e+00	3.931316e+00	1.021036e-01
4.150874197141411e-03	5.865170e+00	4.264949e+00	4.263316e+00	4.036564e+00	1.021036e-01
4.150894409134392e-03	5.865170e+00	4.264949e+00	4.263284e+00	4.238274e+00	1.021036e-01
4.150895029658439e-03	5.865170e+00	4.264949e+00	4.263283e+00	4.244513e+00	1.021036e-01
4.150895988913504e-03	5.865170e+00	4.264949e+00	4.263281e+00	4.254206e+00	1.021036e-01
4.150896298296697e-03	5.865170e+00	4.264949e+00	4.263281e+00	4.257333e+00	1.021036e-01
4.150896582983853e-03	5.865170e+00	4.264949e+00	4.263280e+00	4.260212e+00	1.021036e-01
4.150896717445269e-03	5.865170e+00	4.264949e+00	4.263280e+00	4.261573e+00	1.021036e-01
4.150896771312731e-03	5.865170e+00	4.264949e+00	4.263280e+00	4.262117e+00	1.021036e-01
4.150896800181398e-03	5.865170e+00	4.264949e+00	4.263280e+00	4.262410e+00	1.021036e-01
4.150896824205643e-03	5.865170e+00	4.264949e+00	4.263280e+00	4.262653e+00	1.021036e-01
4.150896850713248e-03	5.865170e+00	4.264949e+00	4.263280e+00	4.262921e+00	1.021036e-01
4.150896889857405e-03	5.865170e+00	4.264949e+00	4.263280e+00	4.263317e+00	1.021036e-01
4.150898064182100e-03	5.865170e+00	4.264949e+00	4.263278e+00	4.275207e+00	1.021036e-01
4.150899316795107e-03	5.865170e+00	4.264949e+00	4.263276e+00	4.287900e+00	1.021036e-01
4.150899771570207e-03	5.865170e+00	4.264949e+00	4.263276e+00	4.292512e+00	1.021036e-01
4.150900033635747e-03	5.865170e+00	4.264949e+00	4.263275e+00	4.295170e+00	1.021036e-01
4.150900232470419e-03	5.865170e+00	4.264949e+00	4.263275e+00	4.297188e+00	1.021036e-01
4.150900419247693e-03	5.865170e+00	4.264949e+00	4.263274e+00	4.299083e+00	1.021036e-01
4.150900567297310e-03	5.865170e+00	4.264949e+00	4.263274e+00	4.300586e+00	1.021036e-01
4.150900717965101e-03	5.865170e+00	4.264949e+00	4.263274e+00	4.302116e+00	1.021036e-01
4.150900881692009e-03	5.865170e+00	4.264949e+00	4.263273e+00	4.303778e+00	1.021036e-01
4.150901064667234e-03	5.865170e+00	4.264949e+00	4.263272e+00	4.305636e+00	1.021036e-01
4.150901184838880e-03	5.865170e+00	4.264949e+00	4.263272e+00	4.306857e+00	1.021036e-01
4.150901290475845e-03	5.865170e+00	4.264949e+00	4.263272e+00	4.307930e+00	1.021036e-01
4.150901368049187e-03	5.865170e+00	4.264949e+00	4.263271e+00	4.308718e+00	1.021036e-01
4.150901445546545e-03	5.865170e+00	4.264949e+00	4.263271e+00	4.309505e+00	1.021036e-01
4.150901529506003e-03	5.865170e+00	4.264949e+00	4.263271e+00	4.310358e+00	1.021036e-01
4.150901642101502e-03	5.865170e+00	4.264949e+00	4.263271e+00	4.311502e+00	1.021036e-01
4.150901769008136e-03	5.865170e+00	4.264949e+00	4.263270e+00	4.312792e+00	1.021036e-01
4.150901969794514e-03	5.865170e+00	4.264949e+00	4.263269e+00	4.314833e+00	1.021036e-01
4.150902206751603e-03	5.865170e+00	4.264949e+00	4.263269e+00	4.317242e+00	1.021036e-01
4.150902644579836e-03	5.865170e+00	4.264949e+00	4.263268e+00	4.321694e+00	1.021036e-01
4.150903079382743e-03	5.865170e+00	4.264949e+00	4.263266e+00	4.326118e+00	1.021036e-01
4.150903858414641e-03	5.865170e+00	4.264949e+00	4.263264e+00	4.334049e+00	1.021036e-01
4.150904633619885e-03	5.865170e+00	4.264949e+00	4.263262e+00	4.341947e+00	1.021036e-01
4.150905961567863e-03	5.865170e+00	4.264949e+00	4.263258e+00	4.355491e+00	1.021036e-01
4.150907348499574e-03	5.865170e+00	4.264949e+00	4.263255e+00	4.369658e+00	1.021036e-01
4.150909359064305e-03	5.865170e+00	4.264949e+00	4.263250e+00	4.390232e+00	1.021036e-01
4.150911599433261e-03	5.865170e+00	4.264949e+00	4.263245e+00	4.413210e+00	1.021036e-01
4.150914703252739e-03	5.865170e+00	4.264949e+00	4.263239e+00	4.445132e+00	1.021036e-01
4.150917697785160e-03	5.865170e+00	4.264949e+00	4.263235e+00	4.476037e+00	1.021036e-01
4.150922282464857e-03	5.865170e+00	4.264949e+00	4.263228e+00	4.523538e+00	1.021036e-01
4.150926785053003e-03	5.865170e+00	4.264949e+00	4.263223e+00	4.570428e+00	1.021036e-01
4.150935458953869e-03	5.865170e+00	4.264949e+00	4.263213e+00	4.661300e+00	1.021036e-01
4.150943525987164e-03	5.865170e+00	4.264949e+00	4.263205e+00	4.746312e+00	1.021036e-01
4.150949704953381e-03	5.865170e+00	4.264949e+00	4.263200e+00	4.811798e+00	1.021036e-01
4.150955540285913e-03	5.865170e+00	4.264949e+00	4.263196e+00	4.873900e+00	1.021036e-01
4.150958677052114e-03	5.865170e+00	4.264949e+00	4.263194e+00	4.907376e+00	1.021036e-01
4.150960366837590e-03	5.865170e+00	4.264949e+00	4.263193e+00	4.925445e+00	1.021036e-01
4.150961938301894e-03	5.865170e+00	4.264949e+00	4.263192e+00	4.942266e+00	1.021036e-01
4.150962852260154e-03	5.865170e+00	4.264949e+00	4.263191e+00	4.952056e+00	1.021036e-01
4.150963976649946e-03	5.865170e+00	4.264949e+00	4.263190e+00	4.964110e+00	1.021036e-01
4.150965669356136e-03	5.865170e+00	4.264949e+00	4.263189e+00	4.982270e+00	1.021036e-01
4.150967498791192e-03	5.865170e+00	4.264949e+00	4.263188e+00	5.001916e+00	1.021036e-01
4.150970266452005e-03	5.865170e+00	4.264949e+00	4.263186e+00	5.031676e+00	1.021036e-01
4.150973671714995e-03	5.865170e+00	4.264949e+00	4.263183e+00	5.068355e+00	1.021036e-01
4.150978950483527e-03	5.865170e+00	4.264949e+00	4.263178e+00	5.125342e+00	1.021036e-01
4.150985371289439e-03	5.865170e+00	4.264949e+00	4.263173e+00	5.194849e+00	1.021036e-01
4.150992507916259e-03	5.865170e+00	4.264949e+00	4.263169e+00	5.272312e+00	1.021036e-01
4.150996470617725e-03	5.865170e+00	4.264949e+00	4.263168e+00	5.315434e+00	1.021036e-01
4.151002640880678e-03	5.865170e+00	4.264949e+00	4.263168e+00	5.382722e+00	1.021036e-01
4.151008662272954e-03	5.865170e+00	4.264949e+00	4.263168e+00	5.448492e+00	1.021036e-01
4.151014363192754e-03	5.865170e+00	4.264949e+00	4.263169e+00	5.510849e+00	1.021036e-01
4.151019980232025e-03	5.865170e+00	4.264949e+00	4.263169e+00	5.572356e+00	1.021036e-01
4.151029698116046e-03	5.865170e+00	4.264949e+00	4.263170e+00	5.678863e+00	1.021036e-01
4.151043349075820e-03	5.865170e+00	4.264949e+00	4.263171e+00	5.828555e+00	1.021036e-01
4.151058823034750e-03	5.865170e+00	4.264949e+00	4.263172e+00	5.998244e+00	1.021036e-01
4.151078181065330e-03	5.865170e+00	4.264949e+00	4.263174e+00	6.210402e+00	1.021036e-01
4.151101400402406e-03	5.865170e+00	4.264949e+00	4.263175e+00	6.464542e+00	1.021036e-01
4.151132587524184e-03	5.865170e+00	4.264949e+00	4.263176e+00	6.805173e+00	1.021036e-01
4.151173903942960e-03	5.865170e+00	4.264949e+00	4.263179e+00	7.255174e+00	1.021036e-01
4.151218931715711e-03	5.865170e+00	4.264949e+00	4.263182e+00	7.743881e+00	1.021036e-01
4.151271986865236e-03	5.865170e+00	4.264949e+00	4.263185e+00	8.317335e+00	1.021036e-01
4.151332373638970e-03	5.865170e+00	4.264949e+00	4.263188e+00	8.966866e+00	1.021036e-01
4.151408378067423e-03	5.865170e+00	4.264949e+00	4.263192e+00	9.779585e+00	1.021036e-01
4.151501739615575e-03	5.865170e+00	4.264949e+00	4.263197e+00	1.077199e+01	1.021036e-01
4.151556805520375e-03	5.865170e+00	4.264949e+00	4.263200e+00	1.135415e+01	1.021036e-01
4.151591705732643e-03	5.865170e+00	4.264949e+00	4.263202e+00	1.172153e+01	1.021036e-01
4.151613185941518e-03	5.865170e+00	4.264949e+00	4.263204e+00	1.194705e+01	1.021036e-01
4.151627482156094e-03	5.865170e+00	4.264949e+00	4.263204e+00	1.209689e+01	1.021036e-01
4.151638771735034e-03	5.865170e+00	4.264949e+00	4.263205e+00	1.221507e+01	1.021036e-01
4.151649969244307e-03	5.865170e+00	4.264949e+00	4.263205e+00	1.233217e+01	1.021036e-01
4.151663639601746e-03	5.865170e+00	4.264949e+00	4.263206e+00	1.247498e+01	1.021036e-01
4.151678628049743e-03	5.865170e+00	4.264949e+00	4.263206e+00	1.263135e+01	1.021036e-01
4.151706420800539e-03	5.865170e+00	4.264949e+00	4.263206e+00	1.292083e+01	1.021036e-01
4.151750353461065e-03	5.865170e+00	4.264949e+00	4.263206e+00	1.337736e+01	1.021036e-01
4.151838218782116e-03	5.865170e+00	4.264949e+00	4.263202e+00	1.428858e+01	1.021036e-01
4.151855418987730e-03	5.865170e+00	4.264949e+00	4.263201e+00	1.446667e+01	1.021036e-01
4.151855616858656e-03	5.865170e+00	4.264949e+00	4.263201e+00	1.446871e+01	1.021036e-01
4.151856012600506e-03	5.865170e+00	4.264949e+00	4.263200e+00	1.447281e+01	1.021036e-01
4.151858387051611e-03	5.865170e+00	4.264949e+00	4.263200e+00	1.449736e+01	1.021036e-01
4.151861552986418e-03	5.865170e+00	4.264949e+00	4.263200e+00	1.453010e+01	1.021036e-01
4.151862344470119e-03	5.865170e+00	4.264949e+00	4.263200e+00	1.453829e+01	1.021036e-01
4.151863927437522e-03	5.865170e+00	4.264949e+00	4.263200e+00	1.455465e+01	1.021036e-01
4.151867093372329e-03	5.865170e+00	4.264949e+00	4.263200e+00	1.458735e+01	1.021036e-01
4.151867192307792e-03	5.865170e+00	4.264949e+00	4.263200e+00	1.458837e+01	1.021036e-01
4.151867390178718e-03	5.865170e+00	4.264949e+00	4.263200e+00	1.459041e+01	1.021036e-01
4.151867439646449e-03	5.865170e+00	4.264949e+00	4.263200e+00	1.459092e+01	1.021036e-01
4.151867538581912e-03	5.865170e+00	4.264949e+00	4.263200e+00	1.459194e+01	1.021036e-01
4.151867736452837e-03	5.865170e+00	4.264949e+00	4.263200e+00	1.459396e+01	1.021036e-01
4.151867980749328e-03	5.865170e+00	4.264949e+00	4.263200e+00	1.459644e+01	1.021036e-01
4.151868465464268e-03	5.865170e+00	4.264949e+00	4.263200e+00	1.460127e+01	1.021036e-01
4.151869434894147e-03	5.865170e+00	4.264949e+00	4.263199e+00	1.461067e+01	1.021036e-01
4.151871373753907e-03	5.865170e+00	4.264949e+00	4.263199e+00	1.462837e+01	1.021036e-01
4.151875251473425e-03	5.865170e+00	4.264949e+00	4.263199e+00	1.465993e+01	1.021036e-01
4.151883006912461e-03	5.865170e+00	4.264949e+00	4.263198e+00	1.471064e+01	1.021036e-01
4.151898517790535e-03	5.865170e+00	4.264949e+00	4.263197e+00	1.477855e+01	1.021036e-01
4.151929539546681e-03	5.865170e+00	4.264949e+00	4.263195e+00	1.484867e+01	1.021036e-01
4.151975145297643e-03	5.865170e+00	4.264949e+00	4.263190e+00	1.488906e+01	1.021036e-01
4.152003045940108e-03	5.865170e+00	4.264949e+00	4.263187e+00	1.489618e+01	1.021036e-01
4.152025303336966e-03	5.865170e+00	4.264949e+00	4.263185e+00	1.489737e+01	1.021036e-01
4.152039990285812e-03	5.865170e+00	4.264949e+00	4.263183e+00	1.489772e+01	1.021036e-01
4.152054543851006e-03	5.865170e+00	4.264949e+00	4.263182e+00	1.489790e+01	1.021036e-01
4.152072271491941e-03	5.865170e+00	4.264949e+00	4.263180e+00	1.489803e+01	1.021036e-01
4.152094119395057e-03	5.865170e+00	4.264949e+00	4.263177e+00	1.489812e+01	1.021036e-01
4.152118994822462e-03	5.865170e+00	4.264949e+00	4.263175e+00	1.489816e+01	1.021036e-01
4.152158818235230e-03	5.865170e+00	4.264949e+00	4.263170e+00	1.489818e+01	1.021036e-01
4.152226120406262e-03	5.865170e+00	4.264949e+00	4.263162e+00	1.489819e+01	1.021036e-01
4.152304594112885e-03	5.865170e+00	4.264949e+00	4.263153e+00	1.489820e+01	1.021036e-01
4.152401710793916e-03	5.865170e+00	4.264949e+00	4.263141e+00	1.489820e+01	1.021036e-01
4.152510686331739e-03	5.865170e+00	4.264949e+00	4.263130e+00	1.489820e+01	1.021036e-01
4.152646928552485e-03	5.865170e+00	4.264949e+00	4.263116e+00	1.489820e+01	1.021036e-01
4.152799170424799e-03	5.865170e+00	4.264949e+00	4.263102e+00	1.489820e+01	1.021036e-01
4.152941693804414e-03	5.865170e+00	4.264949e+00	4.263091e+00	1.489820e+01	1.021036e-01
4.153021048273941e-03	5.865170e+00	4.264949e+00	4.263085e+00	1.489820e+01	1.021036e-01
