time	V(n001)	V(n003)
8.828866463564959e-04	-5.315466e+00	1.267163e+01
8.829300721357375e-04	-5.317203e+00	1.267579e+01
8.829770836828298e-04	-5.319083e+00	1.267545e+01
9.513372357397229e-04	-8.053490e+00	1.267545e+01
9.990000001000000e-04	-9.960000e+00	1.267545e+01
1.000000000100000e-03	-1.000000e+01	1.267545e+01
1.000100000100000e-03	-9.996000e+00	1.267545e+01
1.000300000100000e-03	-9.988000e+00	1.267545e+01
1.053185714385710e-03	-7.872571e+00	1.267545e+01
1.106071428671420e-03	-5.757143e+00	1.267545e+01
1.158957142957129e-03	-3.641714e+00	1.267545e+01
1.211842857242839e-03	-1.526286e+00	1.267545e+01
1.264728571528549e-03	5.891428e-01	1.267545e+01
1.317614285814259e-03	2.704571e+00	1.267545e+01
1.370500000099969e-03	4.820000e+00	1.267546e+01
1.371357142957112e-03	4.854286e+00	1.267545e+01
1.372214285814254e-03	4.888572e+00	1.267545e+01
1.373071428671397e-03	4.922857e+00	1.267546e+01
1.373928571528540e-03	4.957143e+00	1.267546e+01
1.374785714385683e-03	4.991429e+00	1.267546e+01
1.375642857242826e-03	5.025714e+00	1.267546e+01
1.376500000099968e-03	5.060000e+00	1.267546e+01
1.377500000099968e-03	5.100000e+00	1.267133e+01
1.378347297271873e-03	5.133892e+00	1.250104e+01
