v1	V(n003)
4.200000000000117e+000	-1.311215e+001
4.170000000000117e+000	-1.311215e+001
4.140000000000117e+000	-1.311215e+001
4.110000000000117e+000	-1.311215e+001
4.080000000000116e+000	-1.311215e+001
4.050000000000116e+000	-1.311215e+001
4.020000000000116e+000	-1.311215e+001
3.990000000000116e+000	-1.311215e+001
3.960000000000116e+000	-1.311215e+001
3.930000000000117e+000	-1.311215e+001
3.900000000000117e+000	-1.311215e+001
3.870000000000117e+000	-1.311215e+001
3.840000000000117e+000	-1.311215e+001
3.810000000000117e+000	-1.311215e+001
3.780000000000118e+000	-1.311215e+001
3.750000000000118e+000	-1.311215e+001
3.720000000000118e+000	-1.311215e+001
3.690000000000118e+000	-1.311215e+001
3.660000000000118e+000	-1.311215e+001
3.630000000000119e+000	-1.311215e+001
3.600000000000119e+000	-1.311215e+001
3.570000000000119e+000	-1.311215e+001
3.540000000000119e+000	-1.311215e+001
3.510000000000119e+000	-1.311215e+001
3.480000000000119e+000	-1.311215e+001
3.450000000000120e+000	-1.311215e+001
3.420000000000120e+000	-1.311215e+001
3.390000000000120e+000	-1.311215e+001
3.360000000000120e+000	-1.311215e+001
3.330000000000120e+000	-1.311215e+001
3.300000000000121e+000	-1.311215e+001
3.270000000000121e+000	-1.311215e+001
3.240000000000121e+000	-1.311215e+001
3.210000000000121e+000	-1.311215e+001
3.180000000000121e+000	-1.311215e+001
3.150000000000122e+000	-1.311215e+001
3.120000000000122e+000	-1.311215e+001
3.090000000000122e+000	-1.311215e+001
3.060000000000122e+000	-1.311215e+001
3.030000000000122e+000	-1.311215e+001
3.000000000000123e+000	-1.311215e+001
2.970000000000123e+000	-1.311215e+001
2.940000000000123e+000	-1.311215e+001
2.910000000000123e+000	-1.311215e+001
2.880000000000123e+000	-1.311215e+001
2.850000000000124e+000	-1.311215e+001
2.820000000000124e+000	-1.311215e+001
2.790000000000124e+000	-1.311215e+001
2.760000000000124e+000	-1.311215e+001
2.730000000000124e+000	-1.311215e+001
2.700000000000125e+000	-1.311215e+001
2.670000000000125e+000	-1.311215e+001
2.640000000000125e+000	-1.311215e+001
2.610000000000125e+000	-1.311215e+001
2.580000000000125e+000	-1.311215e+001
2.550000000000126e+000	-1.311215e+001
2.520000000000126e+000	-1.311215e+001
2.490000000000126e+000	-1.311215e+001
2.460000000000126e+000	-1.311215e+001
2.430000000000126e+000	-1.311215e+001
2.400000000000127e+000	-1.311215e+001
2.370000000000127e+000	-1.311215e+001
2.340000000000127e+000	-1.311215e+001
2.310000000000127e+000	-1.311215e+001
2.280000000000127e+000	-1.311215e+001
2.250000000000128e+000	-1.311215e+001
2.220000000000128e+000	-1.311215e+001
2.190000000000128e+000	-1.311215e+001
2.160000000000128e+000	-1.311215e+001
2.130000000000128e+000	-1.311215e+001
2.100000000000128e+000	-1.311215e+001
2.070000000000129e+000	-1.311215e+001
2.040000000000129e+000	-1.311215e+001
2.010000000000129e+000	-1.311215e+001
1.980000000000129e+000	-1.311215e+001
1.950000000000129e+000	-1.311215e+001
1.920000000000129e+000	-1.311215e+001
1.890000000000129e+000	-1.311215e+001
1.860000000000129e+000	-1.311215e+001
1.830000000000129e+000	-1.311215e+001
1.800000000000129e+000	-1.311215e+001
1.770000000000129e+000	-1.311215e+001
1.740000000000129e+000	-1.311215e+001
1.710000000000129e+000	-1.311215e+001
1.680000000000129e+000	-1.311215e+001
1.650000000000129e+000	-1.311215e+001
1.620000000000129e+000	-1.311215e+001
1.590000000000129e+000	-1.311215e+001
1.560000000000129e+000	-1.311215e+001
1.530000000000129e+000	-1.311215e+001
1.500000000000129e+000	-1.311215e+001
1.470000000000129e+000	-1.311215e+001
1.440000000000129e+000	-1.311215e+001
1.410000000000129e+000	-1.311215e+001
1.380000000000129e+000	-1.311215e+001
1.350000000000128e+000	-1.311215e+001
1.320000000000128e+000	-1.311215e+001
1.290000000000128e+000	-1.311215e+001
1.260000000000128e+000	-1.311215e+001
1.230000000000128e+000	-1.311215e+001
1.200000000000128e+000	-1.311215e+001
1.170000000000128e+000	-1.311215e+001
1.140000000000128e+000	-1.311215e+001
1.110000000000128e+000	-1.311215e+001
1.080000000000128e+000	-1.311215e+001
1.050000000000128e+000	-1.311215e+001
1.020000000000128e+000	-1.311215e+001
9.900000000001281e-001	-1.311215e+001
9.600000000001281e-001	-1.311215e+001
9.300000000001281e-001	-1.311215e+001
9.000000000001280e-001	-1.311215e+001
8.700000000001280e-001	-1.311215e+001
8.400000000001280e-001	-1.311215e+001
8.100000000001280e-001	-1.311215e+001
7.800000000001279e-001	-1.311215e+001
7.500000000001279e-001	-1.311215e+001
7.200000000001279e-001	-1.311215e+001
6.900000000001278e-001	-1.311215e+001
6.600000000001278e-001	-1.311215e+001
6.300000000001278e-001	-1.311215e+001
6.000000000001278e-001	-1.311215e+001
5.700000000001277e-001	-1.311215e+001
5.400000000001277e-001	-1.311215e+001
5.100000000001277e-001	-1.311215e+001
4.800000000001277e-001	-1.311215e+001
4.500000000001276e-001	-1.311215e+001
4.200000000001276e-001	-1.311215e+001
3.900000000001276e-001	-1.311215e+001
3.600000000001276e-001	-1.311215e+001
3.300000000001275e-001	-1.311215e+001
3.000000000001275e-001	-1.311215e+001
2.700000000001275e-001	-1.311215e+001
2.400000000001275e-001	-1.311215e+001
2.100000000001275e-001	-1.311215e+001
1.800000000001275e-001	-1.311215e+001
1.500000000001275e-001	-1.311215e+001
1.200000000001275e-001	-1.311215e+001
9.000000000012748e-002	-1.311214e+001
6.000000000012748e-002	-1.311214e+001
3.000000000012748e-002	-1.311214e+001
1.274813588025836e-013	-1.311213e+001
-2.999999999987252e-002	-1.311204e+001
-5.999999999987252e-002	1.282159e+001
-8.999999999987252e-002	1.282159e+001
-1.199999999998725e-001	1.282159e+001
-1.499999999998725e-001	1.282159e+001
-1.799999999998725e-001	1.282159e+001
-2.099999999998725e-001	1.282159e+001
-2.399999999998725e-001	1.282159e+001
-2.699999999998725e-001	1.282159e+001
-2.999999999998725e-001	1.282159e+001
-3.299999999998725e-001	1.282159e+001
-3.599999999998725e-001	1.282159e+001
-3.899999999998726e-001	1.282159e+001
-4.199999999998726e-001	1.282159e+001
-4.499999999998726e-001	1.282159e+001
-4.799999999998726e-001	1.282159e+001
-5.099999999998727e-001	1.282159e+001
-5.399999999998727e-001	1.282159e+001
-5.699999999998727e-001	1.282159e+001
-5.999999999998728e-001	1.282159e+001
-6.299999999998728e-001	1.282159e+001
-6.599999999998728e-001	1.282159e+001
-6.899999999998728e-001	1.282159e+001
-7.199999999998729e-001	1.282159e+001
-7.499999999998729e-001	1.282159e+001
-7.799999999998729e-001	1.282159e+001
-8.099999999998729e-001	1.282159e+001
-8.399999999998730e-001	1.282159e+001
-8.699999999998730e-001	1.282159e+001
-8.999999999998730e-001	1.282159e+001
-9.299999999998730e-001	1.282159e+001
-9.599999999998731e-001	1.282159e+001
-9.899999999998731e-001	1.282159e+001
-1.019999999999873e+000	1.282159e+001
-1.049999999999873e+000	1.282159e+001
-1.079999999999873e+000	1.282159e+001
-1.109999999999873e+000	1.282159e+001
-1.139999999999873e+000	1.282159e+001
-1.169999999999873e+000	1.282159e+001
-1.199999999999873e+000	1.282159e+001
-1.229999999999873e+000	1.282159e+001
-1.259999999999873e+000	1.282159e+001
-1.289999999999873e+000	1.282159e+001
-1.319999999999873e+000	1.282159e+001
-1.349999999999873e+000	1.282159e+001
-1.379999999999873e+000	1.282159e+001
-1.409999999999873e+000	1.282159e+001
-1.439999999999873e+000	1.282159e+001
-1.469999999999873e+000	1.282159e+001
-1.499999999999873e+000	1.282159e+001
-1.529999999999874e+000	1.282159e+001
-1.559999999999874e+000	1.282159e+001
-1.589999999999874e+000	1.282159e+001
-1.619999999999874e+000	1.282159e+001
-1.649999999999874e+000	1.282159e+001
-1.679999999999874e+000	1.282159e+001
-1.709999999999874e+000	1.282159e+001
-1.739999999999874e+000	1.282159e+001
-1.769999999999874e+000	1.282159e+001
-1.799999999999874e+000	1.282159e+001
-1.829999999999874e+000	1.282159e+001
-1.859999999999874e+000	1.282159e+001
-1.889999999999874e+000	1.282159e+001
-1.919999999999874e+000	1.282159e+001
-1.949999999999874e+000	1.282159e+001
-1.979999999999874e+000	1.282159e+001
-2.009999999999874e+000	1.282159e+001
-2.039999999999874e+000	1.282159e+001
-2.069999999999873e+000	1.282159e+001
-2.099999999999873e+000	1.282159e+001
-2.129999999999873e+000	1.282159e+001
-2.159999999999873e+000	1.282159e+001
-2.189999999999873e+000	1.282159e+001
-2.219999999999872e+000	1.282159e+001
-2.249999999999872e+000	1.282159e+001
-2.279999999999872e+000	1.282159e+001
-2.309999999999872e+000	1.282159e+001
-2.339999999999872e+000	1.282159e+001
-2.369999999999871e+000	1.282159e+001
-2.399999999999871e+000	1.282159e+001
-2.429999999999871e+000	1.282159e+001
-2.459999999999871e+000	1.282159e+001
-2.489999999999871e+000	1.282159e+001
-2.519999999999870e+000	1.282159e+001
-2.549999999999870e+000	1.282159e+001
-2.579999999999870e+000	1.282159e+001
-2.609999999999870e+000	1.282159e+001
-2.639999999999870e+000	1.282159e+001
-2.669999999999869e+000	1.282159e+001
-2.699999999999869e+000	1.282159e+001
-2.729999999999869e+000	1.282159e+001
-2.759999999999869e+000	1.282159e+001
-2.789999999999869e+000	1.282159e+001
-2.819999999999868e+000	1.282159e+001
-2.849999999999868e+000	1.282159e+001
-2.879999999999868e+000	1.282159e+001
-2.909999999999868e+000	1.282159e+001
-2.939999999999868e+000	1.282159e+001
-2.969999999999867e+000	1.282159e+001
-2.999999999999867e+000	1.282159e+001
-3.029999999999867e+000	1.282159e+001
-3.059999999999867e+000	1.282159e+001
-3.089999999999867e+000	1.282159e+001
-3.119999999999866e+000	1.282159e+001
-3.149999999999866e+000	1.282159e+001
-3.179999999999866e+000	1.282159e+001
-3.209999999999866e+000	1.282159e+001
-3.239999999999866e+000	1.282159e+001
-3.269999999999866e+000	1.282159e+001
-3.299999999999865e+000	1.282159e+001
-3.329999999999865e+000	1.282159e+001
-3.359999999999865e+000	1.282159e+001
-3.389999999999865e+000	1.282159e+001
-3.419999999999865e+000	1.282159e+001
-3.449999999999864e+000	1.282159e+001
-3.479999999999864e+000	1.282159e+001
-3.509999999999864e+000	1.282159e+001
-3.539999999999864e+000	1.282159e+001
-3.569999999999864e+000	1.282159e+001
-3.599999999999863e+000	1.282159e+001
-3.629999999999863e+000	1.282159e+001
-3.659999999999863e+000	1.282159e+001
-3.689999999999863e+000	1.282159e+001
-3.719999999999863e+000	1.282159e+001
-3.749999999999862e+000	1.282159e+001
-3.779999999999862e+000	1.282159e+001
-3.809999999999862e+000	1.282159e+001
-3.839999999999862e+000	1.282159e+001
-3.869999999999862e+000	1.282159e+001
-3.899999999999861e+000	1.282159e+001
-3.929999999999861e+000	1.282159e+001
-3.959999999999861e+000	1.282159e+001
-3.989999999999861e+000	1.282159e+001
-4.019999999999861e+000	1.282159e+001
-4.049999999999861e+000	1.282159e+001
-4.079999999999862e+000	1.282159e+001
-4.109999999999862e+000	1.282159e+001
-4.139999999999862e+000	1.282159e+001
-4.169999999999862e+000	1.282159e+001
-4.199999999999863e+000	1.282159e+001
-4.229999999999863e+000	1.282159e+001
-4.259999999999863e+000	1.282159e+001
-4.289999999999863e+000	1.282159e+001
-4.319999999999864e+000	1.282159e+001
-4.349999999999864e+000	1.282159e+001
-4.379999999999864e+000	1.282159e+001
-4.409999999999864e+000	1.282159e+001
-4.439999999999865e+000	1.282159e+001
-4.469999999999865e+000	1.282159e+001
-4.499999999999865e+000	1.282159e+001
-4.529999999999865e+000	1.282159e+001
-4.559999999999866e+000	1.282159e+001
-4.589999999999866e+000	1.282159e+001
-4.619999999999866e+000	1.282159e+001
-4.649999999999866e+000	1.282159e+001
-4.679999999999867e+000	1.282159e+001
-4.709999999999867e+000	1.282159e+001
-4.739999999999867e+000	1.282159e+001
-4.769999999999867e+000	1.282159e+001
-4.799999999999868e+000	1.282159e+001
-4.829999999999868e+000	1.282159e+001
-4.859999999999868e+000	1.282159e+001
-4.889999999999868e+000	1.282159e+001
-4.919999999999869e+000	1.282159e+001
-4.949999999999869e+000	1.282159e+001
-4.979999999999869e+000	1.282159e+001
-5.009999999999869e+000	1.282159e+001
-5.039999999999870e+000	1.282159e+001
-5.069999999999870e+000	1.282159e+001
-5.099999999999870e+000	1.282159e+001
-5.129999999999870e+000	1.282159e+001
-5.159999999999871e+000	1.282159e+001
-5.189999999999871e+000	1.282159e+001
-5.219999999999871e+000	1.282159e+001
-5.249999999999871e+000	1.282159e+001
-5.279999999999872e+000	1.282159e+001
-5.309999999999872e+000	1.282159e+001
-5.339999999999872e+000	1.282159e+001
-5.369999999999872e+000	1.282159e+001
-5.399999999999873e+000	1.282159e+001
-5.429999999999873e+000	1.282159e+001
-5.459999999999873e+000	1.282159e+001
-5.489999999999873e+000	1.282159e+001
-5.519999999999874e+000	1.282159e+001
-5.549999999999874e+000	1.282159e+001
-5.579999999999874e+000	1.282159e+001
-5.609999999999874e+000	1.282159e+001
-5.639999999999874e+000	1.282159e+001
-5.669999999999875e+000	1.282159e+001
-5.699999999999875e+000	1.282159e+001
-5.729999999999875e+000	1.282159e+001
-5.759999999999875e+000	1.282159e+001
-5.789999999999876e+000	1.282159e+001
-5.819999999999876e+000	1.282159e+001
-5.849999999999876e+000	1.282159e+001
-5.879999999999876e+000	1.282159e+001
-5.909999999999877e+000	1.282159e+001
